0	0	-55	inf	-44.0186	inf	inf	22.2927
0.01	5.65576e-21	-55	4.14996e+06	-44.0186	4.15e+06	0.0319402	22.2927
0.02	-1.58361e-19	-55	1.03746e+06	-44.0186	1.0375e+06	0.0162103	22.2926
0.03	-1.67978e-18	-55	461067	-44.0186	461111	0.0109693	22.2925
0.04	-7.78254e-18	-55	259331	-44.0186	259375	0.00835071	22.2923
0.05	-2.47452e-17	-55	165956	-44.0186	166000	0.00678102	22.2921
0.06	-6.29195e-17	-55	115234	-44.0186	115278	0.00573582	22.2919
0.07	-1.3775e-16	-55	84649.9	-44.0186	84693.9	0.00499035	22.2915
0.08	-2.70792e-16	-55	64799.7	-44.0186	64843.8	0.00443221	22.2912
0.09	-4.90734e-16	-55	51190.6	-44.0186	51234.6	0.00399899	22.2908
0.1	-8.34417e-16	-55	41456	-44.0186	41500	0.00365321	22.2903
0.11	-1.34786e-15	-55	34253.5	-44.0185	34297.5	0.00337104	22.2898
0.12	-2.08727e-15	-55	28775.4	-44.0185	28819.4	0.00313658	22.2892
0.13	-3.12009e-15	-55	24512.2	-44.0185	24556.2	0.00293884	22.2886
0.14	-4.526e-15	-55	21129.5	-44.0185	21173.5	0.00276996	22.288
0.15	-6.39794e-15	-55	18400.4	-44.0185	18444.4	0.00262417	22.2872
0.16	-8.84319e-15	-55	16166.9	-44.0185	16210.9	0.00249715	22.2865
0.17	-1.19843e-14	-55	14315.8	-44.0185	14359.9	0.0023856	22.2857
0.18	-1.59602e-14	-55	12764.6	-44.0185	12808.6	0.00228695	22.2848
0.19	-2.09273e-14	-55	11451.8	-44.0185	11495.8	0.00219916	22.2839
0.2	-2.70603e-14	-55	10331	-44.0184	10375	0.00212062	22.283
0.21	-3.45534e-14	-55	9366.41	-44.0184	9410.43	0.00205	22.282
0.22	-4.36214e-14	-55	8530.36	-44.0184	8574.38	0.00198625	22.2809
0.23	-5.45004e-14	-55	7800.97	-44.0184	7844.99	0.00192846	22.2798
0.24	-6.74493e-14	-55	7160.84	-44.0184	7204.86	0.00187589	22.2787
0.25	-8.27507e-14	-55	6595.98	-44.0184	6640	0.00182794	22.2775
0.26	-1.00711e-13	-55	6095.04	-44.0184	6139.05	0.00178406	22.2762
0.27	-1.21665e-13	-55	5648.71	-44.0184	5692.73	0.00174382	22.2749
0.28	-1.4597e-13	-55	5249.35	-44.0183	5293.37	0.00170682	22.2736
0.29	-1.74014e-13	-55	4890.59	-44.0183	4934.6	0.00167275	22.2722
0.3	-2.06215e-13	-55	4567.09	-44.0183	4611.11	0.0016413	22.2708
0.31	-2.43017e-13	-55	4274.4	-44.0183	4318.42	0.00161224	22.2693
0.32	-2.84899e-13	-55	4008.72	-44.0183	4052.73	0.00158534	22.2677
0.33	-3.32369e-13	-55	3766.82	-44.0183	3810.84	0.00156042	22.2662
0.34	-3.8597e-13	-55	3545.95	-44.0183	3589.97	0.0015373	22.2645
0.35	-4.46279e-13	-55	3343.74	-44.0182	3387.76	0.00151583	22.2628
0.36	-5.13908e-13	-55	3158.14	-44.0182	3202.16	0.00149588	22.2611
0.37	-5.89505e-13	-55	2987.39	-44.0182	3031.41	0.00147734	22.2593
0.38	-6.73757e-13	-55	2829.94	-44.0182	2873.96	0.00146009	22.2575
0.39	-7.67386e-13	-55	2684.45	-44.0182	2728.47	0.00144405	22.2556
0.4	-8.71158e-13	-55	2549.73	-44.0182	2593.75	0.00142911	22.2537
0.41	-9.85877e-13	-55	2424.75	-44.0182	2468.77	0.00141522	22.2517
0.42	-1.11239e-12	-55	2308.59	-44.0181	2352.61	0.0014023	22.2497
0.43	-1.25158e-12	-55	2200.44	-44.0181	2244.46	0.00139028	22.2476
0.44	-1.4044e-12	-55	2099.58	-44.0181	2143.6	0.00137912	22.2455
0.45	-1.5718e-12	-55	2005.37	-44.0181	2049.38	0.00136875	22.2433
0.46	-1.75483e-12	-55	1917.23	-44.0181	1961.25	0.00135912	22.2411
0.47	-1.95455e-12	-55	1834.66	-44.0181	1878.68	0.00135021	22.2388
0.48	-2.17208e-12	-55	1757.2	-44.018	1801.22	0.00134196	22.2365
0.49	-2.4086e-12	-55	1684.43	-44.018	1728.45	0.00133434	22.2341
0.5	-2.66532e-12	-55	1615.98	-44.018	1660	0.00132731	22.2317
0.51	-2.94352e-12	-55	1551.52	-44.018	1595.54	0.00132086	22.2293
0.52	-3.24452e-12	-55	1490.75	-44.018	1534.76	0.00131493	22.2267
0.53	-3.56971e-12	-55	1433.38	-44.0179	1477.39	0.00130952	22.2242
0.54	-3.92052e-12	-55	1379.17	-44.0179	1423.18	0.0013046	22.2216
0.55	-4.29844e-12	-55	1327.88	-44.0179	1371.9	0.00130014	22.2189
0.56	-4.70503e-12	-55	1279.33	-44.0179	1323.34	0.00129612	22.2162
0.57	-5.14189e-12	-55	1233.3	-44.0179	1277.32	0.00129253	22.2134
0.58	-5.61068e-12	-55	1189.63	-44.0178	1233.65	0.00128934	22.2106
0.59	-6.11315e-12	-55	1148.17	-44.0178	1192.19	0.00128655	22.2078
0.6	-6.65108e-12	-55	1108.76	-44.0178	1152.78	0.00128413	22.2049
0.61	-7.22634e-12	-55	1071.28	-44.0178	1115.29	0.00128207	22.2019
0.62	-7.84083e-12	-55	1035.59	-44.0178	1079.6	0.00128036	22.1989
0.63	-8.49655e-12	-55	1001.59	-44.0177	1045.6	0.00127898	22.1959
0.64	-9.19555e-12	-55	969.167	-44.0177	1013.18	0.00127793	22.1928
0.65	-9.93996e-12	-55	938.232	-44.0177	982.249	0.00127719	22.1896
0.66	-1.0732e-11	-55	908.693	-44.0177	952.709	0.00127675	22.1864
0.67	-1.15738e-11	-55	880.466	-44.0176	924.482	0.0012766	22.1832
0.68	-1.24679e-11	-55	853.475	-44.0176	897.491	0.00127674	22.1799
0.69	-1.34166e-11	-55	827.649	-44.0176	871.666	0.00127716	22.1765
0.7	-1.44223e-11	-55	802.922	-44.0176	846.939	0.00127784	22.1731
0.71	-1.54878e-11	-55	779.233	-44.0175	823.249	0.00127879	22.1697
0.72	-1.66155e-11	-55	756.524	-44.0175	800.54	0.00127999	22.1662
0.73	-1.78082e-11	-55	734.742	-44.0175	778.758	0.00128144	22.1627
0.74	-1.90687e-11	-55	713.836	-44.0175	757.852	0.00128313	22.1591
0.75	-2.03999e-11	-55	693.762	-44.0174	737.778	0.00128505	22.1554
