0	0	-29.4528	-nan	-44.0186	-nan	inf	22.2927
3.42	0.132825	-29.4528	-43.9226	-43.9233	0	0.000642932	19.4377
3.43	0.128918	-29.4528	-43.9212	-43.9219	0	0.000650655	19.421
3.44	0.125002	-29.4528	-43.9197	-43.9204	0	0.000658475	19.4042
3.45	0.121077	-29.4528	-43.9182	-43.9189	0	0.000666395	19.3874
3.46	0.117143	-29.4528	-43.9167	-43.9174	0	0.000674414	19.3705
3.47	0.113202	-29.4528	-43.9152	-43.9159	0	0.000682535	19.3536
3.48	0.109252	-29.4528	-43.9136	-43.9143	0	0.000690759	19.3367
3.49	0.105295	-29.4528	-43.9121	-43.9128	0	0.000699087	19.3196
3.5	0.101331	-29.4528	-43.9104	-43.9112	0	0.000707521	19.3026
3.51	0.0973593	-29.4528	-43.9088	-43.9095	0	0.000716061	19.2855
3.52	0.093381	-29.4528	-43.9072	-43.9079	0	0.00072471	19.2683
3.53	0.0893963	-29.4528	-43.9055	-43.9062	0	0.000733468	19.2511
3.54	0.0854053	-29.4528	-43.9038	-43.9045	0	0.000742337	19.2338
3.55	0.0814084	-29.4528	-43.902	-43.9028	0	0.000751318	19.2165
3.56	0.0774058	-29.4528	-43.9003	-43.9011	0	0.000760413	19.1992
3.57	0.0733978	-29.4528	-43.8985	-43.8993	0	0.000769624	19.1818
3.58	0.0693847	-29.4528	-43.8967	-43.8975	0	0.000778951	19.1643
3.59	0.0653668	-29.4528	-43.8949	-43.8957	0	0.000788396	19.1468
3.6	0.0613443	-29.4528	-43.893	-43.8938	0	0.000797961	19.1293
3.61	0.0573175	-29.4528	-43.8911	-43.8919	0	0.000807647	19.1117
3.62	0.0532868	-29.4528	-43.8892	-43.89	0	0.000817457	19.094
3.63	0.0492524	-29.4528	-43.8873	-43.8881	0	0.00082739	19.0763
3.64	0.0452145	-29.4528	-43.8853	-43.8861	0	0.000837449	19.0586
3.65	0.0411735	-29.4528	-43.8833	-43.8841	0	0.000847636	19.0408
3.66	0.0371296	-29.4528	-43.8812	-43.8821	0	0.000857953	19.0229
3.67	0.0330832	-29.4528	-43.8792	-43.88	0	0.0008684	19.005
3.68	0.0290344	-29.4528	-43.8771	-43.8779	0	0.000878979	18.9871
3.69	0.0249836	-29.4528	-43.8749	-43.8758	0	0.000889693	18.9691
3.7	0.0209311	-29.4528	-43.8728	-43.8737	0	0.000900543	18.9511
3.71	0.0168771	-29.4528	-43.8706	-43.8715	0	0.00091153	18.933
3.72	0.012822	-29.4528	-43.8684	-43.8693	0	0.000922657	18.9149
3.73	0.00876597	-29.4528	-43.8661	-43.867	0	0.000933924	18.8967
3.74	0.00470933	-29.4528	-43.8638	-43.8648	0	0.000945335	18.8784
3.75	0.000652366	-29.4528	-43.8615	-43.8624	0	0.000956891	18.8602
3.76	-0.00340465	-29.4528	-43.8591	-43.8601	0	0.000968593	18.8418
3.77	-0.00746142	-29.4528	-43.8567	-43.8577	0	0.000980443	18.8234
3.78	-0.0115177	-29.4528	-43.8543	-43.8553	0	0.000992444	18.805
3.79	-0.0155731	-29.4528	-43.8518	-43.8528	0	0.0010046	18.7865
3.8	-0.0196275	-29.4528	-43.8493	-43.8503	0	0.0010169	18.768
3.81	-0.0236805	-29.4528	-43.8468	-43.8478	0	0.00102937	18.7494
3.82	-0.0277319	-29.4528	-43.8442	-43.8452	0	0.00104199	18.7308
3.83	-0.0317814	-29.4528	-43.8416	-43.8426	0	0.00105477	18.7121
3.84	-0.0358286	-29.4528	-43.8389	-43.84	0	0.00106772	18.6934
3.85	-0.0398734	-29.4528	-43.8362	-43.8373	0	0.00108082	18.6746
3.86	-0.0439154	-29.4528	-43.8335	-43.8346	0	0.0010941	18.6558
3.87	-0.0479543	-29.4528	-43.8307	-43.8318	0	0.00110754	18.637
3.88	-0.0519899	-29.4528	-43.8279	-43.829	0	0.00112116	18.618
3.89	-0.056022	-29.4528	-43.825	-43.8262	0	0.00113494	18.5991
3.9	-0.0600501	-29.4528	-43.8221	-43.8233	0	0.0011489	18.5801
3.91	-0.0640741	-29.4528	-43.8192	-43.8203	0	0.00116304	18.561
3.92	-0.0680937	-29.4528	-43.8162	-43.8174	0	0.00117736	18.5419
3.93	-0.0721085	-29.4528	-43.8132	-43.8143	0	0.00119186	18.5227
3.94	-0.0761184	-29.4528	-43.8101	-43.8113	0	0.00120654	18.5035
3.95	-0.0801229	-29.4528	-43.8069	-43.8082	0	0.00122141	18.4842
3.96	-0.084122	-29.4528	-43.8038	-43.805	0	0.00123647	18.4649
3.97	-0.0881152	-29.4528	-43.8006	-43.8018	0	0.00125172	18.4456
3.98	-0.0921023	-29.4528	-43.7973	-43.7986	0	0.00126716	18.4262
3.99	-0.0960831	-29.4528	-43.794	-43.7953	0	0.00128279	18.4067
4	-0.100057	-29.4528	-43.7906	-43.7919	0	0.00129863	18.3872
4.01	-0.104024	-29.4528	-43.7872	-43.7885	0	0.00131467	18.3677
4.02	-0.107984	-29.4528	-43.7837	-43.7851	0	0.00133091	18.3481
4.03	-0.111937	-29.4528	-43.7802	-43.7815	0	0.00134735	18.3284
4.04	-0.115882	-29.4528	-43.7766	-43.778	0	0.00136401	18.3087
4.05	-0.119819	-29.4528	-43.773	-43.7744	0	0.00138087	18.289
4.06	-0.123747	-29.4528	-43.7693	-43.7707	0	0.00139795	18.2692
4.07	-0.127667	-29.4528	-43.7656	-43.767	0	0.00141524	18.2493
4.08	-0.131579	-29.4528	-43.7618	-43.7632	0	0.00143276	18.2294
4.09	-0.135481	-29.4528	-43.758	-43.7594	0	0.00145049	18.2095
4.1	-0.139373	-29.4528	-43.7541	-43.7555	0	0.00146845	18.1895
4.11	-0.143257	-29.4528	-43.7501	-43.7516	0	0.00148664	18.1695
4.12	-0.14713	-29.4528	-43.7461	-43.7476	0	0.00150506	18.1494
4.13	-0.150993	-29.4528	-43.742	-43.7435	0	0.00152371	18.1292
4.14	-0.154846	-29.4528	-43.7379	-43.7394	0	0.00154259	18.109
4.15	-0.158688	-29.4528	-43.7337	-43.7352	0	0.00156172	18.0888
4.16	-0.162519	-29.4528	-43.7294	-43.731	0	0.00158109	18.0685
4.17	-0.166339	-29.4528	-43.7251	-43.7267	0	0.0016007	18.0482
4.18	-0.170148	-29.4528	-43.7207	-43.7223	0	0.00162056	18.0278
4.19	-0.173945	-29.4528	-43.7162	-43.7179	0	0.00164067	18.0074
4.2	-0.17773	-29.4528	-43.7117	-43.7134	0	0.00166103	17.9869
4.21	-0.181503	-29.4528	-43.7071	-43.7088	0	0.00168165	17.9664
4.22	-0.185263	-29.4528	-43.7025	-43.7042	0	0.00170253	17.9458
4.23	-0.18901	-29.4528	-43.6977	-43.6995	0	0.00172368	17.9252
4.24	-0.192745	-29.4528	-43.693	-43.6947	0	0.00174509	17.9045
4.25	-0.196466	-29.4528	-43.6881	-43.6899	0	0.00176677	17.8838
4.26	-0.200174	-29.4528	-43.6832	-43.6849	0	0.00178873	17.863
4.27	-0.203868	-29.4528	-43.6781	-43.68	0	0.00181096	17.8422
4.28	-0.207548	-29.4528	-43.6731	-43.6749	0	0.00183347	17.8213
4.29	-0.211214	-29.4528	-43.6679	-43.6698	0	0.00185627	17.8004
4.3	-0.214866	-29.4528	-43.6627	-43.6645	0	0.00187935	17.7794
4.31	-0.218503	-29.4528	-43.6573	-43.6592	0	0.00190272	17.7584
4.32	-0.222124	-29.4528	-43.652	-43.6539	0	0.00192639	17.7373
4.33	-0.225731	-29.4528	-43.6465	-43.6484	0	0.00195036	17.7162
4.34	-0.229322	-29.4528	-43.6409	-43.6429	0	0.00197462	17.6951
4.35	-0.232898	-29.4528	-43.6353	-43.6373	0	0.00199919	17.6739
4.36	-0.236457	-29.4528	-43.6296	-43.6316	0	0.00202407	17.6526
4.37	-0.24	-29.4528	-43.6238	-43.6258	0	0.00204927	17.6313
4.38	-0.243527	-29.4528	-43.6179	-43.62	0	0.00207477	17.6099
4.39	-0.247038	-29.4528	-43.6119	-43.614	0	0.0021006	17.5885
4.4	-0.250531	-29.4528	-43.6059	-43.608	0	0.00212676	17.5671
4.41	-0.254008	-29.4528	-43.5997	-43.6019	0	0.00215324	17.5456
4.42	-0.257467	-29.4528	-43.5935	-43.5956	0	0.00218005	17.524
4.43	-0.260908	-29.4528	-43.5871	-43.5893	0	0.0022072	17.5024
4.44	-0.264332	-29.4528	-43.5807	-43.5829	0	0.00223468	17.4807
4.45	-0.267738	-29.4528	-43.5742	-43.5764	0	0.00226252	17.459
4.46	-0.271126	-29.4528	-43.5676	-43.5698	0	0.0022907	17.4373
4.47	-0.274495	-29.4528	-43.5608	-43.5632	0	0.00231923	17.4155
4.48	-0.277845	-29.4528	-43.554	-43.5564	0	0.00234812	17.3937
4.49	-0.281177	-29.4528	-43.5471	-43.5495	0	0.00237737	17.3718
4.5	-0.284489	-29.4528	-43.5401	-43.5425	0	0.00240698	17.3498
4.51	-0.287783	-29.4528	-43.533	-43.5354	0	0.00243696	17.3278
4.52	-0.291056	-29.4528	-43.5257	-43.5282	0	0.00246732	17.3058
4.53	-0.29431	-29.4528	-43.5184	-43.5209	0	0.00249806	17.2837
4.54	-0.297544	-29.4528	-43.511	-43.5135	0	0.00252917	17.2616
4.55	-0.300758	-29.4528	-43.5034	-43.506	0	0.00256068	17.2394
4.56	-0.303951	-29.4528	-43.4958	-43.4984	0	0.00259258	17.2171
4.57	-0.307124	-29.4528	-43.488	-43.4906	0	0.00262487	17.1948
4.58	-0.310276	-29.4528	-43.4801	-43.4828	0	0.00265756	17.1725
4.59	-0.313407	-29.4528	-43.4721	-43.4748	0	0.00269066	17.1501
4.6	-0.316517	-29.4528	-43.464	-43.4667	0	0.00272417	17.1277
4.61	-0.319606	-29.4528	-43.4558	-43.4585	0	0.0027581	17.1052
4.62	-0.322673	-29.4528	-43.4474	-43.4502	0	0.00279244	17.0827
4.63	-0.325718	-29.4528	-43.4389	-43.4418	0	0.00282721	17.0601
4.64	-0.328741	-29.4528	-43.4303	-43.4332	0	0.00286241	17.0375
4.65	-0.331743	-29.4528	-43.4216	-43.4245	0	0.00289804	17.0148
4.66	-0.334721	-29.4528	-43.4127	-43.4157	0	0.00293412	16.9921
4.67	-0.337678	-29.4528	-43.4038	-43.4067	0	0.00297064	16.9693
4.68	-0.340611	-29.4528	-43.3946	-43.3976	0	0.00300761	16.9465
4.69	-0.343522	-29.4528	-43.3854	-43.3884	0	0.00304503	16.9236
4.7	-0.34641	-29.4528	-43.376	-43.3791	0	0.00308291	16.9007
4.71	-0.349274	-29.4528	-43.3665	-43.3696	0	0.00312126	16.8777
4.72	-0.352115	-29.4528	-43.3568	-43.36	0	0.00316008	16.8547
4.73	-0.354932	-29.4528	-43.347	-43.3502	0	0.00319938	16.8316
4.74	-0.357726	-29.4528	-43.3371	-43.3403	0	0.00323916	16.8085
4.75	-0.360496	-29.4528	-43.327	-43.3303	0	0.00327942	16.7853
4.76	-0.363241	-29.4528	-43.3167	-43.3201	0	0.00332018	16.7621
4.77	-0.365962	-29.4528	-43.3064	-43.3097	0	0.00336144	16.7389
4.78	-0.368659	-29.4528	-43.2958	-43.2992	0	0.0034032	16.7156
4.79	-0.371332	-29.4528	-43.2851	-43.2886	0	0.00344546	16.6922
4.8	-0.373979	-29.4528	-43.2743	-43.2778	0	0.00348825	16.6688
4.81	-0.376602	-29.4528	-43.2633	-43.2668	0	0.00353155	16.6453
4.82	-0.379199	-29.4528	-43.2521	-43.2557	0	0.00357538	16.6218
4.83	-0.381772	-29.4528	-43.2408	-43.2444	0	0.00361974	16.5983
4.84	-0.384319	-29.4528	-43.2293	-43.233	0	0.00366464	16.5747
4.85	-0.38684	-29.4528	-43.2177	-43.2214	0	0.00371008	16.551
4.86	-0.389336	-29.4528	-43.2058	-43.2096	0	0.00375608	16.5273
4.87	-0.391806	-29.4528	-43.1938	-43.1976	0	0.00380263	16.5036
4.88	-0.39425	-29.4528	-43.1817	-43.1855	0	0.00384974	16.4798
4.89	-0.396668	-29.4528	-43.1693	-43.1732	0	0.00389742	16.4559
4.9	-0.39906	-29.4528	-43.1568	-43.1607	0	0.00394567	16.432
4.91	-0.401425	-29.4528	-43.1441	-43.1481	0	0.0039945	16.4081
4.92	-0.403764	-29.4528	-43.1312	-43.1353	0	0.00404392	16.3841
4.93	-0.406076	-29.4528	-43.1181	-43.1222	0	0.00409393	16.36
4.94	-0.408362	-29.4528	-43.1049	-43.109	0	0.00414454	16.3359
4.95	-0.41062	-29.4528	-43.0914	-43.0956	0	0.00419575	16.3118
4.96	-0.412852	-29.4528	-43.0778	-43.082	0	0.00424758	16.2876
4.97	-0.415056	-29.4528	-43.0639	-43.0682	0	0.00430002	16.2634
4.98	-0.417234	-29.4528	-43.0499	-43.0543	0	0.00435309	16.2391
4.99	-0.419384	-29.4528	-43.0357	-43.0401	0	0.00440679	16.2148
5	-0.421506	-29.4528	-43.0212	-43.0257	0	0.00446112	16.1904
5.01	-0.423601	-29.4528	-43.0066	-43.0111	0	0.0045161	16.1659
5.02	-0.425669	-29.4528	-42.9917	-42.9963	0	0.00457173	16.1414
5.03	-0.427708	-29.4528	-42.9766	-42.9813	0	0.00462802	16.1169
5.04	-0.42972	-29.4528	-42.9613	-42.966	0	0.00468497	16.0923
5.05	-0.431703	-29.4528	-42.9458	-42.9506	0	0.00474259	16.0677
5.06	-0.433659	-29.4528	-42.9301	-42.9349	0	0.00480088	16.043
5.07	-0.435587	-29.4528	-42.9141	-42.919	0	0.00485986	16.0183
5.08	-0.437486	-29.4528	-42.898	-42.9029	0	0.00491953	15.9935
5.09	-0.439357	-29.4528	-42.8815	-42.8865	0	0.0049799	15.9687
5.1	-0.441199	-29.4528	-42.8649	-42.8699	0	0.00504097	15.9438
5.11	-0.443013	-29.4528	-42.848	-42.8531	0	0.00510275	15.9189
5.12	-0.444798	-29.4528	-42.8309	-42.836	0	0.00516525	15.8939
5.13	-0.446555	-29.4528	-42.8135	-42.8187	0	0.00522848	15.8689
5.14	-0.448283	-29.4528	-42.7959	-42.8012	0	0.00529243	15.8438
5.15	-0.449982	-29.4528	-42.778	-42.7834	0	0.00535712	15.8187
5.16	-0.451652	-29.4528	-42.7599	-42.7653	0	0.00542256	15.7936
5.17	-0.453293	-29.4528	-42.7415	-42.747	0	0.00548876	15.7683
5.18	-0.454905	-29.4528	-42.7229	-42.7284	0	0.00555571	15.7431
5.19	-0.456488	-29.4528	-42.704	-42.7096	0	0.00562342	15.7178
5.2	-0.458042	-29.4528	-42.6848	-42.6905	0	0.00569191	15.6924
5.21	-0.459567	-29.4528	-42.6654	-42.6711	0	0.00576118	15.667
5.22	-0.461062	-29.4528	-42.6457	-42.6515	0	0.00583124	15.6415
5.23	-0.462528	-29.4528	-42.6257	-42.6316	0	0.00590209	15.616
5.24	-0.463965	-29.4528	-42.6054	-42.6114	0	0.00597375	15.5905
5.25	-0.465372	-29.4528	-42.5849	-42.5909	0	0.00604621	15.5649
5.26	-0.46675	-29.4528	-42.564	-42.5701	0	0.00611949	15.5392
5.27	-0.468099	-29.4528	-42.5429	-42.5491	0	0.00619359	15.5135
5.28	-0.469418	-29.4528	-42.5214	-42.5277	0	0.00626852	15.4878
5.29	-0.470707	-29.4528	-42.4997	-42.5061	0	0.00634429	15.462
5.3	-0.471967	-29.4528	-42.4777	-42.4841	0	0.0064209	15.4361
5.31	-0.473197	-29.4528	-42.4553	-42.4618	0	0.00649836	15.4102
5.32	-0.474397	-29.4528	-42.4327	-42.4392	0	0.00657668	15.3843
5.33	-0.475568	-29.4528	-42.4097	-42.4163	0	0.00665586	15.3583
5.34	-0.476709	-29.4528	-42.3864	-42.3931	0	0.00673592	15.3322
5.35	-0.47782	-29.4528	-42.3628	-42.3696	0	0.00681685	15.3061
5.36	-0.478902	-29.4528	-42.3388	-42.3457	0	0.00689867	15.28
5.37	-0.479954	-29.4528	-42.3146	-42.3215	0	0.00698139	15.2538
5.38	-0.480976	-29.4528	-42.2899	-42.297	0	0.007065	15.2276
5.39	-0.481968	-29.4528	-42.265	-42.2721	0	0.00714952	15.2013
5.4	-0.482931	-29.4528	-42.2397	-42.2469	0	0.00723495	15.1749
5.41	-0.483864	-29.4528	-42.214	-42.2214	0	0.0073213	15.1485
5.42	-0.484767	-29.4528	-42.188	-42.1955	0	0.00740858	15.1221
5.43	-0.48564	-29.4528	-42.1617	-42.1692	0	0.00749679	15.0956
5.44	-0.486484	-29.4528	-42.135	-42.1425	0	0.00758595	15.0691
5.45	-0.487298	-29.4528	-42.1079	-42.1155	0	0.00767604	15.0425
5.46	-0.488082	-29.4528	-42.0804	-42.0882	0	0.0077671	15.0159
5.47	-0.488836	-29.4528	-42.0526	-42.0604	0	0.00785911	14.9892
5.48	-0.489561	-29.4528	-42.0244	-42.0323	0	0.00795208	14.9625
5.49	-0.490256	-29.4528	-41.9958	-42.0038	0	0.00804603	14.9357
5.5	-0.490921	-29.4528	-41.9668	-41.9749	0	0.00814096	14.9089
5.51	-0.491557	-29.4528	-41.9374	-41.9456	0	0.00823687	14.882
5.52	-0.492164	-29.4528	-41.9076	-41.9159	0	0.00833378	14.8551
5.53	-0.49274	-29.4528	-41.8774	-41.8858	0	0.00843168	14.8282
5.54	-0.493288	-29.4528	-41.8468	-41.8553	0	0.00853058	14.8014
5.55	-0.493805	-29.4528	-41.8158	-41.8244	0	0.00863049	14.7748
5.56	-0.494294	-29.4528	-41.7843	-41.7931	0	0.00873142	14.7482
5.57	-0.494753	-29.4528	-41.7525	-41.7613	0	0.00883336	14.7217
5.58	-0.495182	-29.4528	-41.7202	-41.7291	0	0.00893633	14.6953
5.59	-0.495583	-29.4528	-41.6875	-41.6965	0	0.00904033	14.6691
5.6	-0.495954	-29.4528	-41.6543	-41.6634	0	0.00914537	14.6429
5.61	-0.496296	-29.4528	-41.6207	-41.6299	0	0.00925145	14.6168
5.62	-0.496609	-29.4528	-41.5866	-41.596	0	0.00935857	14.5907
5.63	-0.496893	-29.4528	-41.5521	-41.5616	0	0.00946675	14.5648
5.64	-0.497148	-29.4528	-41.5171	-41.5267	0	0.00957598	14.539
5.65	-0.497373	-29.4528	-41.4817	-41.4914	0	0.00968627	14.5133
5.66	-0.497571	-29.4528	-41.4458	-41.4556	0	0.00979763	14.4876
5.67	-0.497739	-29.4528	-41.4094	-41.4193	0	0.00991005	14.4621
5.68	-0.497879	-29.4528	-41.3725	-41.3826	0	0.0100236	14.4366
5.69	-0.49799	-29.4528	-41.3352	-41.3453	0	0.0101381	14.4112
5.7	-0.498072	-29.4528	-41.2973	-41.3076	0	0.0102538	14.386
5.71	-0.498127	-29.4528	-41.259	-41.2694	0	0.0103705	14.3608
5.72	-0.498152	-29.4528	-41.2201	-41.2306	0	0.0104884	14.3357
5.73	-0.49815	-29.4528	-41.1808	-41.1914	0	0.0106073	14.3106
5.74	-0.498119	-29.4528	-41.1409	-41.1516	0	0.0107273	14.2857
5.75	-0.498061	-29.4528	-41.1005	-41.1114	0	0.0108484	14.2609
5.76	-0.497974	-29.4528	-41.0596	-41.0706	0	0.0109706	14.2361
5.77	-0.49786	-29.4528	-41.0181	-41.0292	0	0.0110939	14.2114
5.78	-0.497717	-29.4528	-40.9762	-40.9874	0	0.0112183	14.1869
5.79	-0.497548	-29.4528	-40.9336	-40.945	0	0.0113438	14.1623
5.8	-0.49735	-29.4528	-40.8905	-40.902	0	0.0114705	14.1379
5.81	-0.497125	-29.4528	-40.8469	-40.8585	0	0.0115982	14.1136
5.82	-0.496873	-29.4528	-40.8027	-40.8144	0	0.011727	14.0893
5.83	-0.496594	-29.4528	-40.7579	-40.7698	0	0.011857	14.0652
5.84	-0.496288	-29.4528	-40.7126	-40.7246	0	0.011988	14.0411
5.85	-0.495954	-29.4528	-40.6667	-40.6788	0	0.0121202	14.0171
5.86	-0.495594	-29.4528	-40.6202	-40.6324	0	0.0122535	13.9932
5.87	-0.495208	-29.4528	-40.5731	-40.5855	0	0.0123879	13.9693
5.88	-0.494794	-29.4528	-40.5254	-40.5379	0	0.0125234	13.9456
5.89	-0.494355	-29.4528	-40.4771	-40.4898	0	0.01266	13.9219
5.9	-0.493889	-29.4528	-40.4282	-40.441	0	0.0127977	13.8983
5.91	-0.493397	-29.4528	-40.3787	-40.3917	0	0.0129365	13.8748
5.92	-0.492879	-29.4528	-40.3286	-40.3417	0	0.0130764	13.8514
5.93	-0.492335	-29.4528	-40.2778	-40.2911	0	0.0132175	13.828
5.94	-0.491765	-29.4528	-40.2264	-40.2398	0	0.0133596	13.8047
5.95	-0.49117	-29.4528	-40.1744	-40.1879	0	0.0135028	13.7815
5.96	-0.49055	-29.4528	-40.1217	-40.1354	0	0.0136471	13.7584
5.97	-0.489904	-29.4528	-40.0684	-40.0822	0	0.0137925	13.7353
5.98	-0.489233	-29.4528	-40.0144	-40.0284	0	0.013939	13.7124
5.99	-0.488537	-29.4528	-39.9598	-39.9739	0	0.0140865	13.6895
6	-0.487817	-29.4528	-39.9045	-39.9187	0	0.0142351	13.6667
6.01	-0.487072	-29.4528	-39.8485	-39.8629	0	0.0143848	13.6439
6.02	-0.486303	-29.4528	-39.7918	-39.8064	0	0.0145356	13.6213
6.03	-0.485509	-29.4528	-39.7345	-39.7491	0	0.0146874	13.5987
6.04	-0.484691	-29.4528	-39.6764	-39.6913	0	0.0148402	13.5762
6.05	-0.48385	-29.4528	-39.6177	-39.6327	0	0.0149941	13.5537
6.06	-0.482985	-29.4528	-39.5582	-39.5734	0	0.015149	13.5314
6.07	-0.482096	-29.4528	-39.498	-39.5133	0	0.015305	13.5091
6.08	-0.481184	-29.4528	-39.4372	-39.4526	0	0.0154619	13.4868
6.09	-0.480248	-29.4528	-39.3755	-39.3912	0	0.0156199	13.4647
6.1	-0.47929	-29.4528	-39.3132	-39.329	0	0.0157788	13.4426
6.11	-0.478309	-29.4528	-39.2501	-39.2661	0	0.0159388	13.4206
6.12	-0.477306	-29.4528	-39.1863	-39.2024	0	0.0160997	13.3987
6.13	-0.47628	-29.4528	-39.1218	-39.138	0	0.0162616	13.3768
6.14	-0.475232	-29.4528	-39.0564	-39.0729	0	0.0164244	13.355
6.15	-0.474161	-29.4528	-38.9904	-39.007	0	0.0165882	13.3333
6.16	-0.473069	-29.4528	-38.9235	-38.9403	0	0.0167529	13.3117
6.17	-0.471956	-29.4528	-38.8559	-38.8728	0	0.0169185	13.2901
6.18	-0.470821	-29.4528	-38.7875	-38.8046	0	0.017085	13.2686
6.19	-0.469665	-29.4528	-38.7184	-38.7356	0	0.0172523	13.2472
6.2	-0.468488	-29.4528	-38.6484	-38.6658	0	0.0174206	13.2258
6.21	-0.46729	-29.4528	-38.5777	-38.5952	0	0.0175897	13.2045
6.22	-0.466071	-29.4528	-38.5061	-38.5239	0	0.0177596	13.1833
6.23	-0.464833	-29.4528	-38.4338	-38.4517	0	0.0179303	13.1621
6.24	-0.463574	-29.4528	-38.3606	-38.3787	0	0.0181019	13.141
6.25	-0.462295	-29.4528	-38.2866	-38.3049	0	0.0182742	13.12
6.26	-0.460997	-29.4528	-38.2118	-38.2303	0	0.0184473	13.099
6.27	-0.459679	-29.4528	-38.1362	-38.1548	0	0.0186211	13.0781
6.28	-0.458342	-29.4528	-38.0597	-38.0785	0	0.0187956	13.0573
6.29	-0.456986	-29.4528	-37.9824	-38.0014	0	0.0189708	13.0366
6.3	-0.455611	-29.4528	-37.9043	-37.9234	0	0.0191467	13.0159
6.31	-0.454217	-29.4528	-37.8253	-37.8446	0	0.0193233	12.9952
6.32	-0.452805	-29.4528	-37.7455	-37.765	0	0.0195005	12.9747
6.33	-0.451375	-29.4528	-37.6648	-37.6845	0	0.0196783	12.9542
6.34	-0.449928	-29.4528	-37.5832	-37.6031	0	0.0198566	12.9338
6.35	-0.448462	-29.4528	-37.5008	-37.5208	0	0.0200355	12.9134
6.36	-0.446979	-29.4528	-37.4175	-37.4377	0	0.020215	12.8931
6.37	-0.44548	-29.4528	-37.3334	-37.3538	0	0.020395	12.8728
6.38	-0.443963	-29.4528	-37.2483	-37.2689	0	0.0205754	12.8527
6.39	-0.442429	-29.4528	-37.1624	-37.1832	0	0.0207563	12.8326
6.4	-0.440879	-29.4528	-37.0756	-37.0965	0	0.0209376	12.8125
6.41	-0.439313	-29.4528	-36.9879	-37.009	0	0.0211193	12.7925
6.42	-0.437731	-29.4528	-36.8993	-36.9206	0	0.0213013	12.7726
6.43	-0.436133	-29.4528	-36.8098	-36.8313	0	0.0214837	12.7527
6.44	-0.43452	-29.4528	-36.7194	-36.7411	0	0.0216663	12.7329
6.45	-0.432891	-29.4528	-36.6281	-36.6499	0	0.0218492	12.7132
6.46	-0.431248	-29.4528	-36.5359	-36.5579	0	0.0220324	12.6935
6.47	-0.429589	-29.4528	-36.4427	-36.465	0	0.0222158	12.6739
6.48	-0.427917	-29.4528	-36.3487	-36.3711	0	0.0223993	12.6543
6.49	-0.42623	-29.4528	-36.2537	-36.2763	0	0.0225829	12.6348
6.5	-0.424529	-29.4528	-36.1579	-36.1806	0	0.0227666	12.6154
6.51	-0.422814	-29.4528	-36.0611	-36.084	0	0.0229504	12.596
6.52	-0.421086	-29.4528	-35.9633	-35.9865	0	0.0231342	12.5767
6.53	-0.419345	-29.4528	-35.8647	-35.888	0	0.023318	12.5574
6.54	-0.417591	-29.4528	-35.7651	-35.7886	0	0.0235017	12.5382
6.55	-0.415824	-29.4528	-35.6645	-35.6882	0	0.0236853	12.5191
6.56	-0.414044	-29.4528	-35.5631	-35.5869	0	0.0238687	12.5
6.57	-0.412253	-29.4528	-35.4607	-35.4847	0	0.024052	12.481
6.58	-0.410449	-29.4528	-35.3573	-35.3816	0	0.0242351	12.462
6.59	-0.408634	-29.4528	-35.2531	-35.2775	0	0.0244179	12.4431
6.6	-0.406808	-29.4528	-35.1478	-35.1724	0	0.0246003	12.4242
6.61	-0.40497	-29.4528	-35.0417	-35.0665	0	0.0247825	12.4054
6.62	-0.403121	-29.4528	-34.9346	-34.9596	0	0.0249642	12.3867
6.63	-0.401262	-29.4528	-34.8265	-34.8517	0	0.0251455	12.368
6.64	-0.399392	-29.4528	-34.7176	-34.7429	0	0.0253263	12.3494
6.65	-0.397512	-29.4528	-34.6076	-34.6331	0	0.0255066	12.3308
6.66	-0.395622	-29.4528	-34.4968	-34.5224	0	0.0256863	12.3123
6.67	-0.393723	-29.4528	-34.3849	-34.4108	0	0.0258653	12.2939
6.68	-0.391814	-29.4528	-34.2722	-34.2982	0	0.0260437	12.2754
6.69	-0.389897	-29.4528	-34.1585	-34.1847	0	0.0262214	12.2571
6.7	-0.38797	-29.4528	-34.0439	-34.0703	0	0.0263983	12.2388
6.71	-0.386035	-29.4528	-33.9283	-33.9549	0	0.0265744	12.2206
6.72	-0.384091	-29.4528	-33.8118	-33.8385	0	0.0267496	12.2024
6.73	-0.382139	-29.4528	-33.6943	-33.7212	0	0.0269239	12.1842
6.74	-0.38018	-29.4528	-33.5759	-33.603	0	0.0270972	12.1662
6.75	-0.378213	-29.4528	-33.4566	-33.4839	0	0.0272695	12.1481
6.76	-0.376239	-29.4528	-33.3364	-33.3638	0	0.0274408	12.1302
6.77	-0.374257	-29.4528	-33.2152	-33.2428	0	0.0276109	12.1123
6.78	-0.372269	-29.4528	-33.0931	-33.1209	0	0.0277799	12.0944
6.79	-0.370275	-29.4528	-32.9701	-32.998	0	0.0279476	12.0766
6.8	-0.368274	-29.4528	-32.8461	-32.8743	0	0.028114	12.0588
6.81	-0.366267	-29.4528	-32.7213	-32.7496	0	0.0282791	12.0411
6.82	-0.364254	-29.4528	-32.5955	-32.624	0	0.0284429	12.0235
6.83	-0.362236	-29.4528	-32.4689	-32.4975	0	0.0286052	12.0059
6.84	-0.360212	-29.4528	-32.3413	-32.3701	0	0.028766	11.9883
