0	0	-nan	-50.9993	-nan	inf	22.2927
0.01	0.0721246	-28.7052	-50.9993	0	0.00136054	22.2927
0.02	0.144246	-28.706	-50.9993	0	0.000690498	22.2926
0.03	0.21636	-28.7063	-50.9993	0	0.000467254	22.2925
0.04	0.288463	-28.7066	-50.9993	0	0.00035571	22.2923
0.05	0.360552	-28.7069	-50.9993	0	0.000288847	22.2921
0.06	0.432623	-28.7072	-50.9993	0	0.000244325	22.2919
0.07	0.504673	-28.7075	-50.9992	0	0.000212571	22.2915
0.08	0.576699	-28.7079	-50.9992	0	0.000188796	22.2912
0.09	0.648696	-28.7083	-50.9992	0	0.000170342	22.2908
0.1	0.720661	-28.7088	-50.9992	0	0.000155613	22.2903
0.11	0.79259	-28.7093	-50.9992	0	0.000143594	22.2898
0.12	0.864481	-28.7098	-50.9992	0	0.000133607	22.2892
0.13	0.936329	-28.7104	-50.9992	0	0.000125184	22.2886
0.14	1.00813	-28.7111	-50.9992	0	0.00011799	22.288
0.15	1.07988	-28.7118	-50.9992	0	0.00011178	22.2872
0.16	1.15158	-28.7125	-50.9991	0	0.00010637	22.2865
0.17	1.22323	-28.7133	-50.9991	0	0.000101618	22.2857
0.18	1.29481	-28.7142	-50.9991	0	9.74156e-05	22.2848
0.19	1.36633	-28.7151	-50.9991	0	9.36762e-05	22.2839
0.2	1.43778	-28.716	-50.9991	0	9.03306e-05	22.283
0.21	1.50916	-28.717	-50.9991	0	8.73227e-05	22.282
0.22	1.58047	-28.7181	-50.9991	0	8.46069e-05	22.2809
0.23	1.6517	-28.7191	-50.999	0	8.21452e-05	22.2798
0.24	1.72284	-28.7203	-50.999	0	7.99062e-05	22.2787
0.25	1.79391	-28.7215	-50.999	0	7.78634e-05	22.2775
0.26	1.86488	-28.7227	-50.999	0	7.59945e-05	22.2762
0.27	1.93576	-28.724	-50.999	0	7.42802e-05	22.2749
0.28	2.00655	-28.7253	-50.999	0	7.27044e-05	22.2736
0.29	2.07724	-28.7267	-50.999	0	7.12529e-05	22.2722
0.3	2.14782	-28.7281	-50.9989	0	6.99135e-05	22.2708
0.31	2.2183	-28.7296	-50.9989	0	6.86756e-05	22.2693
0.32	2.28867	-28.7311	-50.9989	0	6.75298e-05	22.2677
0.33	2.35893	-28.7327	-50.9989	0	6.64681e-05	22.2662
0.34	2.42907	-28.7343	-50.9989	0	6.54833e-05	22.2645
0.35	2.4991	-28.736	-50.9989	0	6.45688e-05	22.2628
0.36	2.569	-28.7377	-50.9988	0	6.37192e-05	22.2611
0.37	2.63877	-28.7394	-50.9988	0	6.29293e-05	22.2593
0.38	2.70841	-28.7413	-50.9988	0	6.21946e-05	22.2575
0.39	2.77792	-28.7431	-50.9988	0	6.1511e-05	22.2556
0.4	2.84729	-28.745	-50.9988	0	6.08751e-05	22.2537
0.41	2.91652	-28.747	-50.9988	0	6.02833e-05	22.2517
0.42	2.98561	-28.749	-50.9987	0	5.97329e-05	22.2497
0.43	3.05455	-28.751	-50.9987	0	5.9221e-05	22.2476
0.44	3.12334	-28.7532	-50.9987	0	5.87453e-05	22.2455
0.45	3.19197	-28.7553	-50.9987	0	5.83036e-05	22.2433
0.46	3.26045	-28.7575	-50.9987	0	5.78937e-05	22.2411
0.47	3.32876	-28.7598	-50.9986	0	5.7514e-05	22.2388
0.48	3.39691	-28.7621	-50.9986	0	5.71625e-05	22.2365
0.49	3.4649	-28.7644	-50.9986	0	5.68379e-05	22.2341
0.5	3.53271	-28.7668	-50.9986	0	5.65387e-05	22.2317
0.51	3.60035	-28.7692	-50.9986	0	5.62636e-05	22.2293
0.52	3.66781	-28.7717	-50.9985	0	5.60114e-05	22.2267
0.53	3.73508	-28.7743	-50.9985	0	5.57809e-05	22.2242
0.54	3.80218	-28.7769	-50.9985	0	5.55711e-05	22.2216
0.55	3.86908	-28.7795	-50.9985	0	5.53811e-05	22.2189
0.56	3.93579	-28.7822	-50.9984	0	5.521e-05	22.2162
0.57	4.00231	-28.7849	-50.9984	0	5.5057e-05	22.2134
0.58	4.06863	-28.7877	-50.9984	0	5.49213e-05	22.2106
0.59	4.13475	-28.7905	-50.9984	0	5.48023e-05	22.2078
0.6	4.20066	-28.7934	-50.9983	0	5.46992e-05	22.2049
0.61	4.26637	-28.7964	-50.9983	0	5.46115e-05	22.2019
0.62	4.33186	-28.7993	-50.9983	0	5.45386e-05	22.1989
0.63	4.39714	-28.8024	-50.9983	0	5.44799e-05	22.1959
0.64	4.4622	-28.8054	-50.9982	0	5.4435e-05	22.1928
0.65	4.52704	-28.8086	-50.9982	0	5.44035e-05	22.1896
0.66	4.59165	-28.8117	-50.9982	0	5.43848e-05	22.1864
0.67	4.65604	-28.8149	-50.9982	0	5.43786e-05	22.1832
0.68	4.72019	-28.8182	-50.9981	0	5.43846e-05	22.1799
0.69	4.78411	-28.8215	-50.9981	0	5.44023e-05	22.1765
0.7	4.8478	-28.8249	-50.9981	0	5.44314e-05	22.1731
0.71	4.91124	-28.8283	-50.998	0	5.44717e-05	22.1697
0.72	4.97443	-28.8318	-50.998	0	5.45228e-05	22.1662
0.73	5.03738	-28.8353	-50.998	0	5.45845e-05	22.1627
0.74	5.10008	-28.8388	-50.998	0	5.46565e-05	22.1591
0.75	5.16252	-28.8424	-50.9979	0	5.47386e-05	22.1554
0.76	5.22471	-28.8461	-50.9979	0	5.48306e-05	22.1518
0.77	5.28664	-28.8498	-50.9979	0	5.49323e-05	22.148
0.78	5.3483	-28.8535	-50.9978	0	5.50434e-05	22.1442
0.79	5.4097	-28.8573	-50.9978	0	5.51638e-05	22.1404
0.8	5.47083	-28.8612	-50.9978	0	5.52933e-05	22.1365
0.81	5.53168	-28.8651	-50.9977	0	5.54318e-05	22.1326
0.82	5.59226	-28.869	-50.9977	0	5.55791e-05	22.1286
0.83	5.65255	-28.873	-50.9977	0	5.57351e-05	22.1246
0.84	5.71257	-28.8771	-50.9976	0	5.58996e-05	22.1205
0.85	5.7723	-28.8812	-50.9976	0	5.60726e-05	22.1164
0.86	5.83174	-28.8853	-50.9976	0	5.62539e-05	22.1122
0.87	5.89089	-28.8895	-50.9975	0	5.64434e-05	22.108
0.88	5.94975	-28.8937	-50.9975	0	5.6641e-05	22.1037
0.89	6.0083	-28.898	-50.9974	0	5.68467e-05	22.0994
0.9	6.06656	-28.9023	-50.9974	0	5.70603e-05	22.095
0.91	6.12451	-28.9067	-50.9974	0	5.72818e-05	22.0906
0.92	6.18216	-28.9111	-50.9973	0	5.75111e-05	22.0861
0.93	6.23949	-28.9156	-50.9973	0	5.77481e-05	22.0816
0.94	6.29651	-28.9201	-50.9973	0	5.79928e-05	22.0771
0.95	6.35322	-28.9247	-50.9972	0	5.82451e-05	22.0724
0.96	6.40961	-28.9293	-50.9972	0	5.8505e-05	22.0678
0.97	6.46567	-28.934	-50.9971	0	5.87725e-05	22.0631
0.98	6.52141	-28.9387	-50.9971	0	5.90474e-05	22.0583
0.99	6.57682	-28.9435	-50.997	0	5.93298e-05	22.0535
1	6.6319	-28.9483	-50.997	0	5.96197e-05	22.0486
1.01	6.68665	-28.9531	-50.9969	0	5.99169e-05	22.0437
1.02	6.74106	-28.9581	-50.9969	0	6.02215e-05	22.0388
1.03	6.79513	-28.963	-50.9969	0	6.05335e-05	22.0338
1.04	6.84886	-28.968	-50.9968	0	6.08529e-05	22.0287
1.05	6.90225	-28.9731	-50.9968	0	6.11796e-05	22.0236
1.06	6.95528	-28.9782	-50.9967	0	6.15136e-05	22.0185
1.07	7.00797	-28.9833	-50.9967	0	6.18549e-05	22.0133
1.08	7.0603	-28.9885	-50.9966	0	6.22036e-05	22.008
1.09	7.11227	-28.9938	-50.9966	0	6.25596e-05	22.0027
1.1	7.16388	-28.9991	-50.9965	0	6.29229e-05	21.9974
