0	-nan	-nan	-nan
6.58	0.110934	0.0355651	0.0753687
6.59	0.110312	0.0353136	0.0749979
6.6	0.109686	0.0350612	0.0746243
6.61	0.109056	0.034808	0.0742479
6.62	0.108423	0.0345539	0.0738687
6.63	0.107786	0.034299	0.0734869
6.64	0.107146	0.0340434	0.0731025
6.65	0.106503	0.0337871	0.0727154
6.66	0.105856	0.0335301	0.0723258
6.67	0.105206	0.0332725	0.0719338
6.68	0.104554	0.0330144	0.0715392
6.69	0.103898	0.0327557	0.0711423
6.7	0.10324	0.0324965	0.070743
6.71	0.102578	0.0322369	0.0703414
6.72	0.101914	0.0319769	0.0699376
6.73	0.101248	0.0317166	0.0695315
6.74	0.100579	0.0314559	0.0691234
6.75	0.099908	0.0311949	0.0687131
6.76	0.0992345	0.0309337	0.0683008
6.77	0.0985589	0.0306724	0.0678865
6.78	0.0978812	0.0304108	0.0674704
6.79	0.0972015	0.0301492	0.0670523
6.8	0.09652	0.0298875	0.0666325
6.81	0.0958367	0.0296258	0.0662109
6.82	0.0951517	0.0293641	0.0657876
6.83	0.0944652	0.0291025	0.0653627
6.84	0.0937772	0.028841	0.0649362
6.85	0.0930878	0.0285796	0.0645082
6.86	0.0923972	0.0283184	0.0640788
6.87	0.0917054	0.0280574	0.063648
6.88	0.0910125	0.0277966	0.0632159
6.89	0.0903187	0.0275362	0.0627825
6.9	0.089624	0.0272761	0.0623479
6.91	0.0889285	0.0270164	0.0619121
6.92	0.0882324	0.0267571	0.0614753
6.93	0.0875357	0.0264983	0.0610375
6.94	0.0868386	0.0262399	0.0605987
6.95	0.0861411	0.0259821	0.060159
6.96	0.0854434	0.0257248	0.0597186
6.97	0.0847455	0.0254681	0.0592773
6.98	0.0840475	0.0252121	0.0588354
6.99	0.0833496	0.0249567	0.0583928
7	0.0826518	0.0247021	0.0579497
7.01	0.0819542	0.0244482	0.0575061
7.02	0.081257	0.024195	0.057062
7.03	0.0805602	0.0239427	0.0566176
7.04	0.079864	0.0236912	0.0561728
7.05	0.0791684	0.0234405	0.0557278
7.06	0.0784735	0.0231908	0.0552826
7.07	0.0777794	0.022942	0.0548373
7.08	0.0770862	0.0226942	0.054392
7.09	0.076394	0.0224474	0.0539466
7.1	0.0757029	0.0222015	0.0535014
7.11	0.075013	0.0219568	0.0530562
7.12	0.0743244	0.0217131	0.0526113
7.13	0.0736372	0.0214705	0.0521666
7.14	0.0729514	0.0212291	0.0517223
7.15	0.0722671	0.0209888	0.0512783
7.16	0.0715845	0.0207498	0.0508347
7.17	0.0709036	0.0205119	0.0503917
7.18	0.0702245	0.0202753	0.0499492
7.19	0.0695473	0.0200399	0.0495074
7.2	0.0688721	0.0198059	0.0490662
7.21	0.0681989	0.0195731	0.0486258
7.22	0.0675279	0.0193417	0.0481862
7.23	0.066859	0.0191116	0.0477474
7.24	0.0661925	0.0188829	0.0473096
7.25	0.0655283	0.0186556	0.0468727
7.26	0.0648666	0.0184298	0.0464368
7.27	0.0642074	0.0182053	0.0460021
7.28	0.0635508	0.0179824	0.0455684
7.29	0.0628968	0.0177609	0.045136
7.3	0.0622456	0.0175409	0.0447048
7.31	0.0615972	0.0173224	0.0442749
7.32	0.0609517	0.0171054	0.0438463
7.33	0.0603091	0.0168899	0.0434191
7.34	0.0596695	0.0166761	0.0429934
7.35	0.059033	0.0164638	0.0425692
7.36	0.0583996	0.016253	0.0421465
7.37	0.0577694	0.0160439	0.0417255
7.38	0.0571424	0.0158364	0.041306
7.39	0.0565188	0.0156305	0.0408883
7.4	0.0558985	0.0154263	0.0404723
7.41	0.0552817	0.0152237	0.040058
7.42	0.0546683	0.0150227	0.0396456
7.43	0.0540585	0.0148234	0.039235
7.44	0.0534522	0.0146258	0.0388264
7.45	0.0528496	0.0144299	0.0384197
7.46	0.0522506	0.0142357	0.0380149
7.47	0.0516554	0.0140431	0.0376122
7.48	0.0510639	0.0138523	0.0372116
7.49	0.0504762	0.0136632	0.0368131
7.5	0.0498924	0.0134758	0.0364166
7.51	0.0493125	0.0132901	0.0360224
7.52	0.0487365	0.0131061	0.0356304
7.53	0.0481645	0.0129239	0.0352406
7.54	0.0475965	0.0127434	0.034853
7.55	0.0470325	0.0125647	0.0344678
7.56	0.0464726	0.0123877	0.0340849
7.57	0.0459168	0.0122124	0.0337044
7.58	0.0453651	0.0120389	0.0333262
7.59	0.0448176	0.0118671	0.0329505
7.6	0.0442743	0.0116971	0.0325772
7.61	0.0437352	0.0115288	0.0322064
7.62	0.0432003	0.0113622	0.0318381
7.63	0.0426697	0.0111974	0.0314723
7.64	0.0421433	0.0110343	0.031109
7.65	0.0416213	0.010873	0.0307483
7.66	0.0411036	0.0107134	0.0303901
7.67	0.0405902	0.0105556	0.0300346
7.68	0.0400812	0.0103995	0.0296817
7.69	0.0395765	0.0102451	0.0293314
7.7	0.0390762	0.0100924	0.0289838
7.71	0.0385803	0.00994146	0.0286388
7.72	0.0380888	0.00979223	0.0282966
7.73	0.0376017	0.00964471	0.027957
7.74	0.037119	0.00949889	0.0276201
7.75	0.0366408	0.00935477	0.027286
7.76	0.0361669	0.00921234	0.0269546
7.77	0.0356975	0.0090716	0.0266259
7.78	0.0352326	0.00893253	0.0263
7.79	0.0347721	0.00879514	0.0259769
7.8	0.034316	0.00865941	0.0256565
7.81	0.0338643	0.00852534	0.025339
7.82	0.0334171	0.00839291	0.0250242
7.83	0.0329743	0.00826213	0.0247122
7.84	0.0325359	0.00813297	0.0244029
7.85	0.032102	0.00800544	0.0240965
7.86	0.0316724	0.00787951	0.0237929
7.87	0.0312473	0.00775519	0.0234921
7.88	0.0308266	0.00763247	0.0231941
7.89	0.0304102	0.00751132	0.0228989
7.9	0.0299983	0.00739175	0.0226065
7.91	0.0295907	0.00727374	0.0223169
7.92	0.0291874	0.00715729	0.0220302
7.93	0.0287885	0.00704237	0.0217462
7.94	0.028394	0.00692898	0.021465
7.95	0.0280037	0.00681712	0.0211866
7.96	0.0276178	0.00670676	0.020911
7.97	0.0272361	0.00659789	0.0206382
7.98	0.0268587	0.00649051	0.0203682
7.99	0.0264855	0.0063846	0.0201009
8	0.0261166	0.00628015	0.0198364
8.01	0.0257518	0.00617715	0.0195747
8.02	0.0253913	0.00607558	0.0193157
8.03	0.0250349	0.00597544	0.0190595
8.04	0.0246827	0.0058767	0.0188059
8.05	0.0243345	0.00577937	0.0185552
8.06	0.0239905	0.00568342	0.0183071
8.07	0.0236506	0.00558884	0.0180617
8.08	0.0233147	0.00549562	0.0178191
8.09	0.0229828	0.00540375	0.0175791
8.1	0.022655	0.00531322	0.0173418
8.11	0.0223311	0.005224	0.0171071
8.12	0.0220112	0.00513609	0.0168751
8.13	0.0216952	0.00504947	0.0166457
8.14	0.0213831	0.00496414	0.0164189
8.15	0.0210748	0.00488007	0.0161948
8.16	0.0207705	0.00479726	0.0159732
8.17	0.0204699	0.00471569	0.0157542
8.18	0.0201731	0.00463534	0.0155377
8.19	0.01988	0.00455621	0.0153238
8.2	0.0195907	0.00447828	0.0151125
8.21	0.0193051	0.00440154	0.0149036
8.22	0.0190232	0.00432598	0.0146972
8.23	0.0187449	0.00425157	0.0144933
8.24	0.0184702	0.00417831	0.0142919
8.25	0.0181991	0.00410619	0.0140929
8.26	0.0179315	0.00403518	0.0138963
8.27	0.0176674	0.00396529	0.0137022
8.28	0.0174069	0.00389648	0.0135104
8.29	0.0171498	0.00382876	0.013321
8.3	0.0168961	0.00376211	0.0131339
8.31	0.0166457	0.00369651	0.0129492
8.32	0.0163988	0.00363195	0.0127668
8.33	0.0161552	0.00356842	0.0125867
8.34	0.0159148	0.00350591	0.0124089
8.35	0.0156778	0.0034444	0.0122334
8.36	0.0154439	0.00338388	0.01206
8.37	0.0152133	0.00332433	0.0118889
8.38	0.0149858	0.00326575	0.01172
8.39	0.0147614	0.00320812	0.0115533
8.4	0.0145402	0.00315144	0.0113887
8.41	0.014322	0.00309567	0.0112263
8.42	0.0141068	0.00304082	0.011066
8.43	0.0138947	0.00298687	0.0109078
8.44	0.0136855	0.00293382	0.0107517
8.45	0.0134793	0.00288163	0.0105977
8.46	0.013276	0.00283032	0.0104456
8.47	0.0130755	0.00277985	0.0102956
8.48	0.0128779	0.00273023	0.0101477
8.49	0.0126831	0.00268144	0.0100016
8.5	0.012491	0.00263346	0.00985758
8.51	0.0123018	0.00258629	0.00971547
8.52	0.0121152	0.00253992	0.00957528
8.53	0.0119313	0.00249432	0.00943698
8.54	0.0117501	0.0024495	0.00930057
8.55	0.0115715	0.00240544	0.00916601
8.56	0.0113954	0.00236213	0.0090333
8.57	0.0112219	0.00231955	0.0089024
8.58	0.011051	0.0022777	0.0087733
8.59	0.0108826	0.00223657	0.00864598
8.6	0.0107166	0.00219615	0.00852042
8.61	0.010553	0.00215642	0.0083966
8.62	0.0103919	0.00211737	0.0082745
8.63	0.0102331	0.002079	0.0081541
8.64	0.0100767	0.00204129	0.00803538
8.65	0.00992256	0.00200423	0.00791833
8.66	0.00977073	0.00196782	0.00780291
8.67	0.00962115	0.00193204	0.00768911
8.68	0.00947381	0.00189688	0.00757692
8.69	0.00932866	0.00186234	0.00746632
8.7	0.00918568	0.00182841	0.00735727
8.71	0.00904484	0.00179506	0.00724978
8.72	0.00890612	0.00176231	0.00714381
8.73	0.00876948	0.00173013	0.00703935
8.74	0.00863489	0.00169851	0.00693638
8.75	0.00850234	0.00166746	0.00683488
8.76	0.00837179	0.00163695	0.00673484
8.77	0.00824321	0.00160698	0.00663623
8.78	0.00811658	0.00157755	0.00653903
8.79	0.00799187	0.00154863	0.00644324
8.8	0.00786906	0.00152024	0.00634883
8.81	0.00774812	0.00149234	0.00625578
8.82	0.00762902	0.00146495	0.00616407
8.83	0.00751174	0.00143804	0.0060737
8.84	0.00739625	0.00141162	0.00598463
8.85	0.00728253	0.00138566	0.00589687
8.86	0.00717055	0.00136018	0.00581037
8.87	0.00706029	0.00133515	0.00572514
8.88	0.00695173	0.00131057	0.00564116
8.89	0.00684483	0.00128644	0.0055584
8.9	0.00673958	0.00126274	0.00547685
8.91	0.00663596	0.00123946	0.0053965
8.92	0.00653393	0.00121661	0.00531732
8.93	0.00643348	0.00119417	0.00523931
8.94	0.00633458	0.00117214	0.00516245
8.95	0.00623722	0.00115051	0.00508671
8.96	0.00614136	0.00112926	0.0050121
8.97	0.00604699	0.00110841	0.00493858
8.98	0.00595409	0.00108793	0.00486615
8.99	0.00586263	0.00106783	0.00479479
9	0.00577259	0.0010481	0.00472449
9.01	0.00568395	0.00102872	0.00465523
9.02	0.00559669	0.0010097	0.00458699
9.03	0.0055108	0.000991023	0.00451977
9.04	0.00542624	0.00097269	0.00445355
9.05	0.005343	0.000954692	0.00438831
9.06	0.00526107	0.000937024	0.00432404
9.07	0.00518041	0.000919681	0.00426073
9.08	0.00510102	0.000902655	0.00419836
9.09	0.00502287	0.000885943	0.00413692
9.1	0.00494594	0.000869537	0.0040764
9.11	0.00487022	0.000853434	0.00401678
9.12	0.00479568	0.000837626	0.00395806
9.13	0.00472232	0.00082211	0.00390021
9.14	0.0046501	0.000806881	0.00384322
9.15	0.00457902	0.000791932	0.00378709
9.16	0.00450905	0.000777258	0.0037318
9.17	0.00444019	0.000762856	0.00367733
9.18	0.00437241	0.000748721	0.00362369
9.19	0.00430569	0.000734846	0.00357084
9.2	0.00424002	0.000721229	0.00351879
9.21	0.00417539	0.000707863	0.00346752
9.22	0.00411177	0.000694745	0.00341702
9.23	0.00404915	0.00068187	0.00336728
9.24	0.00398752	0.000669234	0.00331829
9.25	0.00392686	0.000656833	0.00327003
9.26	0.00386716	0.000644662	0.00322249
9.27	0.00380839	0.000632716	0.00317568
9.28	0.00375055	0.000620993	0.00312956
9.29	0.00369363	0.000609487	0.00308414
9.3	0.0036376	0.000598196	0.0030394
9.31	0.00358245	0.000587114	0.00299534
9.32	0.00352817	0.000576239	0.00295193
9.33	0.00347475	0.000565566	0.00290919
9.34	0.00342217	0.000555092	0.00286708
9.35	0.00337042	0.000544814	0.00282561
9.36	0.00331949	0.000534726	0.00278476
9.37	0.00326936	0.000524827	0.00274453
9.38	0.00322001	0.000515112	0.0027049
9.39	0.00317145	0.000505579	0.00266587
9.4	0.00312365	0.000496224	0.00262743
9.41	0.00307661	0.000487043	0.00258957
9.42	0.0030303	0.000478033	0.00255227
9.43	0.00298473	0.000469192	0.00251554
9.44	0.00293987	0.000460516	0.00247936
9.45	0.00289572	0.000452001	0.00244372
9.46	0.00285227	0.000443646	0.00240862
9.47	0.0028095	0.000435448	0.00237405
9.48	0.0027674	0.000427402	0.00234
9.49	0.00272597	0.000419507	0.00230646
9.5	0.00268519	0.000411759	0.00227343
9.51	0.00264505	0.000404156	0.00224089
9.52	0.00260554	0.000396696	0.00220884
9.53	0.00256665	0.000389375	0.00217727
9.54	0.00252837	0.000382191	0.00214618
9.55	0.0024907	0.000375141	0.00211556
9.56	0.00245361	0.000368224	0.00208539
9.57	0.00241711	0.000361435	0.00205568
9.58	0.00238118	0.000354774	0.00202641
9.59	0.00234582	0.000348238	0.00199758
9.6	0.00231101	0.000341823	0.00196919
9.61	0.00227674	0.000335529	0.00194122
9.62	0.00224302	0.000329353	0.00191366
9.63	0.00220982	0.000323292	0.00188653
9.64	0.00217714	0.000317345	0.00185979
9.65	0.00214497	0.000311509	0.00183346
9.66	0.00211331	0.000305782	0.00180753
9.67	0.00208214	0.000300162	0.00178198
9.68	0.00205146	0.000294648	0.00175681
9.69	0.00202125	0.000289237	0.00173202
9.7	0.00199152	0.000283927	0.0017076
9.71	0.00196225	0.000278716	0.00168354
9.72	0.00193344	0.000273603	0.00165984
9.73	0.00190508	0.000268586	0.0016365
9.74	0.00187716	0.000263663	0.0016135
9.75	0.00184968	0.000258831	0.00159085
9.76	0.00182262	0.00025409	0.00156853
9.77	0.00179598	0.000249438	0.00154655
9.78	0.00176976	0.000244873	0.00152489
9.79	0.00174395	0.000240393	0.00150355
9.8	0.00171853	0.000235997	0.00148253
9.81	0.00169351	0.000231683	0.00146183
9.82	0.00166888	0.00022745	0.00144143
9.83	0.00164463	0.000223296	0.00142133
9.84	0.00162075	0.00021922	0.00140153
9.85	0.00159725	0.00021522	0.00138203
9.86	0.00157411	0.000211294	0.00136281
9.87	0.00155132	0.000207442	0.00134388
9.88	0.00152889	0.000203662	0.00132523
9.89	0.0015068	0.000199952	0.00130685
9.9	0.00148506	0.000196312	0.00128874
9.91	0.00146365	0.00019274	0.00127091
9.92	0.00144256	0.000189235	0.00125333
9.93	0.00142181	0.000185794	0.00123601
9.94	0.00140137	0.000182419	0.00121895
9.95	0.00138125	0.000179106	0.00120214
9.96	0.00136143	0.000175855	0.00118558
9.97	0.00134192	0.000172664	0.00116926
9.98	0.00132271	0.000169533	0.00115318
9.99	0.00130379	0.000166461	0.00113733
10	0.00128516	0.000163446	0.00112172
10.01	0.00126682	0.000160487	0.00110633
10.02	0.00124876	0.000157583	0.00109118
10.03	0.00123097	0.000154733	0.00107624
10.04	0.00121346	0.000151937	0.00106152
10.05	0.00119621	0.000149192	0.00104702
10.06	0.00117922	0.000146499	0.00103272
10.07	0.00116249	0.000143856	0.00101864
10.08	0.00114602	0.000141262	0.00100476
10.09	0.0011298	0.000138716	0.000991082
10.1	0.00111382	0.000136218	0.000977603
10.11	0.00109809	0.000133766	0.00096432
10.12	0.00108259	0.00013136	0.000951231
10.13	0.00106733	0.000128998	0.000938331
10.14	0.0010523	0.000126681	0.000925617
10.15	0.00103749	0.000124406	0.000913088
10.16	0.00102291	0.000122174	0.00090074
10.17	0.00100855	0.000119983	0.000888571
10.18	0.00099441	0.000117833	0.000876577
10.19	0.00098048	0.000115723	0.000864756
10.2	0.000966758	0.000113653	0.000853106
10.21	0.000953243	0.00011162	0.000841623
10.22	0.000939931	0.000109626	0.000830305
10.23	0.000926819	0.000107668	0.000819151
10.24	0.000913903	0.000105747	0.000808156
10.25	0.000901181	0.000103862	0.000797319
10.26	0.000888649	0.000102011	0.000786637
10.27	0.000876304	0.000100195	0.000776109
10.28	0.000864143	9.8413e-05	0.000765731
10.29	0.000852164	9.66637e-05	0.000755501
10.3	0.000840364	9.49469e-05	0.000745417
10.31	0.000828739	9.3262e-05	0.000735477
10.32	0.000817287	9.16083e-05	0.000725679
10.33	0.000806006	8.99854e-05	0.00071602
10.34	0.000794892	8.83925e-05	0.000706499
10.35	0.000783942	8.68293e-05	0.000697113
10.36	0.000773155	8.5295e-05	0.00068786
10.37	0.000762528	8.37893e-05	0.000678739
10.38	0.000752058	8.23114e-05	0.000669746
10.39	0.000741742	8.0861e-05	0.000660881
10.4	0.000731579	7.94376e-05	0.000652142
10.41	0.000721566	7.80406e-05	0.000643525
10.42	0.0007117	7.66695e-05	0.000635031
10.43	0.00070198	7.53239e-05	0.000626656
10.44	0.000692402	7.40032e-05	0.000618399
10.45	0.000682965	7.27072e-05	0.000610258
10.46	0.000673667	7.14352e-05	0.000602232
10.47	0.000664505	7.01868e-05	0.000594318
10.48	0.000655477	6.89617e-05	0.000586515
10.49	0.000646581	6.77593e-05	0.000578822
10.5	0.000637816	6.65793e-05	0.000571236
10.51	0.000629178	6.54213e-05	0.000563757
10.52	0.000620666	6.42849e-05	0.000556381
10.53	0.000612279	6.31696e-05	0.000549109
10.54	0.000604013	6.20751e-05	0.000541938
10.55	0.000595868	6.1001e-05	0.000534867
10.56	0.000587842	5.99469e-05	0.000527895
10.57	0.000579932	5.89125e-05	0.000521019
10.58	0.000572136	5.78975e-05	0.000514239
10.59	0.000564454	5.69014e-05	0.000507552
10.6	0.000556883	5.59239e-05	0.000500959
10.61	0.000549421	5.49648e-05	0.000494456
10.62	0.000542067	5.40236e-05	0.000488044
10.63	0.00053482	5.31001e-05	0.00048172
10.64	0.000527677	5.21939e-05	0.000475483
10.65	0.000520637	5.13047e-05	0.000469332
10.66	0.000513698	5.04322e-05	0.000463266
10.67	0.000506859	4.95762e-05	0.000457283
10.68	0.000500119	4.87363e-05	0.000451382
10.69	0.000493475	4.79123e-05	0.000445563
10.7	0.000486927	4.71038e-05	0.000439823
10.71	0.000480472	4.63107e-05	0.000434161
10.72	0.00047411	4.55326e-05	0.000428577
10.73	0.000467839	4.47692e-05	0.00042307
10.74	0.000461658	4.40204e-05	0.000417637
10.75	0.000455565	4.32858e-05	0.000412279
10.76	0.000449559	4.25652e-05	0.000406993
10.77	0.000443638	4.18585e-05	0.00040178
10.78	0.000437802	4.11652e-05	0.000396637
10.79	0.000432049	4.04853e-05	0.000391564
10.8	0.000426378	3.98185e-05	0.00038656
10.81	0.000420788	3.91645e-05	0.000381623
10.82	0.000415277	3.85231e-05	0.000376754
10.83	0.000409844	3.78942e-05	0.00037195
10.84	0.000404488	3.72776e-05	0.000367211
10.85	0.000399209	3.66729e-05	0.000362536
10.86	0.000394004	3.60801e-05	0.000357924
10.87	0.000388872	3.54989e-05	0.000353374
10.88	0.000383814	3.49291e-05	0.000348885
10.89	0.000378827	3.43706e-05	0.000344456
10.9	0.00037391	3.38232e-05	0.000340087
10.91	0.000369062	3.32866e-05	0.000335776
10.92	0.000364284	3.27608e-05	0.000331523
10.93	0.000359572	3.22455e-05	0.000327327
10.94	0.000354927	3.17406e-05	0.000323186
10.95	0.000350347	3.12459e-05	0.000319101
10.96	0.000345832	3.07612e-05	0.000315071
10.97	0.00034138	3.02865e-05	0.000311094
10.98	0.000336991	2.98215e-05	0.00030717
10.99	0.000332664	2.93661e-05	0.000303298
11	0.000328397	2.89202e-05	0.000299477
11.01	0.000324191	2.84836e-05	0.000295707
11.02	0.000320043	2.80562e-05	0.000291987
11.03	0.000315954	2.76378e-05	0.000288316
11.04	0.000311922	2.72283e-05	0.000284693
11.05	0.000307946	2.68276e-05	0.000281119
11.06	0.000304027	2.64356e-05	0.000277591
11.07	0.000300162	2.60521e-05	0.00027411
11.08	0.000296351	2.5677e-05	0.000270674
11.09	0.000292594	2.53103e-05	0.000267284
11.1	0.00028889	2.49517e-05	0.000263938
11.11	0.000285238	2.46012e-05	0.000260636
11.12	0.000281636	2.42587e-05	0.000257378
11.13	0.000278085	2.3924e-05	0.000254161
11.14	0.000274584	2.35972e-05	0.000250987
11.15	0.000271132	2.3278e-05	0.000247855
11.16	0.000267729	2.29663e-05	0.000244763
11.17	0.000264373	2.26622e-05	0.000241711
11.18	0.000261064	2.23655e-05	0.000238699
11.19	0.000257802	2.2076e-05	0.000235726
11.2	0.000254586	2.17938e-05	0.000232792
11.21	0.000251414	2.15188e-05	0.000229896
11.22	0.000248288	2.12508e-05	0.000227037
11.23	0.000245205	2.09898e-05	0.000224215
11.24	0.000242166	2.07357e-05	0.00022143
11.25	0.000239169	2.04885e-05	0.00021868
11.26	0.000236215	2.02481e-05	0.000215966
11.27	0.000233302	2.00143e-05	0.000213288
11.28	0.00023043	1.97873e-05	0.000210643
11.29	0.000227599	1.95668e-05	0.000208032
11.3	0.000224808	1.93528e-05	0.000205455
11.31	0.000222057	1.91453e-05	0.000202911
11.32	0.000219344	1.89443e-05	0.0002004
11.33	0.00021667	1.87496e-05	0.000197921
11.34	0.000214034	1.85612e-05	0.000195473
11.35	0.000211436	1.83792e-05	0.000193057
11.36	0.000208875	1.82033e-05	0.000190671
11.37	0.00020635	1.80337e-05	0.000188316
11.38	0.000203861	1.78702e-05	0.000185991
11.39	0.000201408	1.77128e-05	0.000183696
11.4	0.000198991	1.75615e-05	0.000181429
11.41	0.000196608	1.74163e-05	0.000179191
11.42	0.000194259	1.72771e-05	0.000176982
11.43	0.000191945	1.71439e-05	0.000174801
11.44	0.000189664	1.70167e-05	0.000172647
11.45	0.000187416	1.68955e-05	0.000170521
11.46	0.000185201	1.67801e-05	0.000168421
11.47	0.000183018	1.66707e-05	0.000166348
11.48	0.000180868	1.65672e-05	0.0001643
11.49	0.000178749	1.64696e-05	0.000162279
11.5	0.000176661	1.63779e-05	0.000160283
11.51	0.000174604	1.6292e-05	0.000158312
11.52	0.000172578	1.6212e-05	0.000156366
11.53	0.000170582	1.61379e-05	0.000154444
11.54	0.000168616	1.60696e-05	0.000152547
11.55	0.00016668	1.60072e-05	0.000150673
11.56	0.000164773	1.59507e-05	0.000148822
11.57	0.000162894	1.59e-05	0.000146994
11.58	0.000161045	1.58553e-05	0.00014519
11.59	0.000159224	1.58164e-05	0.000143407
11.6	0.000157431	1.57835e-05	0.000141647
11.61	0.000155666	1.57565e-05	0.000139909
11.62	0.000153928	1.57354e-05	0.000138193
11.63	0.000152218	1.57203e-05	0.000136497
11.64	0.000150534	1.57112e-05	0.000134823
11.65	0.000148877	1.57081e-05	0.000133169
11.66	0.000147247	1.57111e-05	0.000131536
11.67	0.000145643	1.57201e-05	0.000129923
11.68	0.000144065	1.57353e-05	0.00012833
11.69	0.000142513	1.57566e-05	0.000126757
11.7	0.000140987	1.57841e-05	0.000125203
11.71	0.000139486	1.58178e-05	0.000123668
11.72	0.00013801	1.58579e-05	0.000122152
11.73	0.000136559	1.59042e-05	0.000120654
11.74	0.000135132	1.5957e-05	0.000119175
11.75	0.000133731	1.60161e-05	0.000117715
11.76	0.000132353	1.60818e-05	0.000116272
11.77	0.000131	1.6154e-05	0.000114846
11.78	0.000129671	1.62328e-05	0.000113438
11.79	0.000128366	1.63183e-05	0.000112048
11.8	0.000127084	1.64106e-05	0.000110674
11.81	0.000125826	1.65096e-05	0.000109317
11.82	0.000124592	1.66156e-05	0.000107976
11.83	0.000123381	1.67285e-05	0.000106652
11.84	0.000122193	1.68484e-05	0.000105344
11.85	0.000121028	1.69755e-05	0.000104052
11.86	0.000119885	1.71099e-05	0.000102775
11.87	0.000118766	1.72515e-05	0.000101514
11.88	0.000117669	1.74005e-05	0.000100269
11.89	0.000116595	1.7557e-05	9.90381e-05
11.9	0.000115543	1.77211e-05	9.78223e-05
11.91	0.000114514	1.78929e-05	9.66213e-05
11.92	0.000113507	1.80726e-05	9.54347e-05
11.93	0.000112523	1.82601e-05	9.42624e-05
11.94	0.00011156	1.84557e-05	9.31043e-05
11.95	0.00011062	1.86595e-05	9.19601e-05
11.96	0.000109701	1.88715e-05	9.08296e-05
11.97	0.000108805	1.90919e-05	8.97128e-05
11.98	0.00010793	1.93209e-05	8.86093e-05
11.99	0.000107078	1.95585e-05	8.75191e-05
12	0.000106247	1.98049e-05	8.6442e-05
12.01	0.000105438	2.00603e-05	8.53778e-05
12.02	0.000104651	2.03248e-05	8.43263e-05
12.03	0.000103886	2.05985e-05	8.32874e-05
12.04	0.000103143	2.08816e-05	8.22609e-05
12.05	0.000102421	2.11743e-05	8.12467e-05
12.06	0.000101721	2.14767e-05	8.02446e-05
12.07	0.000101043	2.1789e-05	7.92544e-05
12.08	0.000100387	2.21114e-05	7.8276e-05
12.09	9.97533e-05	2.2444e-05	7.73093e-05
12.1	9.91411e-05	2.27871e-05	7.6354e-05
12.11	9.85509e-05	2.31407e-05	7.54101e-05
12.12	9.79827e-05	2.35052e-05	7.44775e-05
12.13	9.74365e-05	2.38807e-05	7.35558e-05
12.14	9.69126e-05	2.42674e-05	7.26452e-05
12.15	9.64108e-05	2.46655e-05	7.17453e-05
12.16	9.59313e-05	2.50753e-05	7.0856e-05
12.17	9.54742e-05	2.54969e-05	6.99773e-05
12.18	9.50396e-05	2.59306e-05	6.9109e-05
12.19	9.46276e-05	2.63766e-05	6.82509e-05
12.2	9.42382e-05	2.68352e-05	6.7403e-05
12.21	9.38717e-05	2.73066e-05	6.65651e-05
12.22	9.3528e-05	2.7791e-05	6.5737e-05
12.23	9.32075e-05	2.82888e-05	6.49187e-05
12.24	9.29101e-05	2.88001e-05	6.411e-05
12.25	9.26361e-05	2.93252e-05	6.33109e-05
12.26	9.23857e-05	2.98645e-05	6.25211e-05
12.27	9.21589e-05	3.04182e-05	6.17407e-05
12.28	9.19559e-05	3.09865e-05	6.09694e-05
12.29	9.1777e-05	3.15699e-05	6.02071e-05
12.3	9.16223e-05	3.21685e-05	5.94538e-05
12.31	9.14921e-05	3.27828e-05	5.87093e-05
12.32	9.13865e-05	3.34129e-05	5.79735e-05
12.33	9.13058e-05	3.40594e-05	5.72464e-05
12.34	9.12501e-05	3.47224e-05	5.65277e-05
12.35	9.12198e-05	3.54023e-05	5.58175e-05
12.36	9.12151e-05	3.60996e-05	5.51155e-05
12.37	9.12362e-05	3.68144e-05	5.44218e-05
12.38	9.12835e-05	3.75473e-05	5.37362e-05
12.39	9.13571e-05	3.82986e-05	5.30585e-05
12.4	9.14574e-05	3.90687e-05	5.23888e-05
12.41	9.15847e-05	3.98579e-05	5.17268e-05
12.42	9.17393e-05	4.06668e-05	5.10726e-05
12.43	9.19215e-05	4.14956e-05	5.0426e-05
12.44	9.21317e-05	4.23448e-05	4.97869e-05
12.45	9.23702e-05	4.3215e-05	4.91552e-05
12.46	9.26372e-05	4.41064e-05	4.85309e-05
12.47	9.29334e-05	4.50196e-05	4.79138e-05
12.48	9.32589e-05	4.5955e-05	4.73039e-05
12.49	9.36142e-05	4.69131e-05	4.67011e-05
12.5	9.39996e-05	4.78944e-05	4.61052e-05
12.51	9.44157e-05	4.88994e-05	4.55163e-05
12.52	9.48628e-05	4.99286e-05	4.49342e-05
12.53	9.53414e-05	5.09826e-05	4.43589e-05
12.54	9.5852e-05	5.20618e-05	4.37902e-05
12.55	9.63949e-05	5.31668e-05	4.32281e-05
12.56	9.69707e-05	5.42982e-05	4.26725e-05
12.57	9.75799e-05	5.54566e-05	4.21233e-05
12.58	9.8223e-05	5.66425e-05	4.15805e-05
12.59	9.89005e-05	5.78566e-05	4.10439e-05
12.6	9.9613e-05	5.90994e-05	4.05136e-05
12.61	0.000100361	6.03716e-05	3.99894e-05
12.62	0.000101145	6.16738e-05	3.94712e-05
12.63	0.000101966	6.30067e-05	3.8959e-05
