0	-nan	-nan	-nan
12.64	0.000102824	6.4371e-05	3.84527e-05
12.65	0.00010372	6.57674e-05	3.79523e-05
12.66	0.000104654	6.71965e-05	3.74576e-05
12.67	0.000105628	6.8659e-05	3.69687e-05
12.68	0.000106641	7.01558e-05	3.64854e-05
12.69	0.000107695	7.16876e-05	3.60076e-05
12.7	0.000108791	7.32551e-05	3.55354e-05
12.71	0.000109928	7.48592e-05	3.50686e-05
12.72	0.000111108	7.65006e-05	3.46072e-05
12.73	0.000112331	7.81802e-05	3.4151e-05
12.74	0.000113599	7.98988e-05	3.37002e-05
12.75	0.000114912	8.16573e-05	3.32545e-05
12.76	0.000116271	8.34565e-05	3.2814e-05
12.77	0.000117676	8.52974e-05	3.23785e-05
12.78	0.000119129	8.71809e-05	3.19481e-05
12.79	0.000120631	8.9108e-05	3.15226e-05
12.8	0.000122182	9.10796e-05	3.1102e-05
12.81	0.000123783	9.30966e-05	3.06862e-05
12.82	0.000125435	9.51602e-05	3.02752e-05
12.83	0.00012714	9.72713e-05	2.9869e-05
12.84	0.000128898	9.94311e-05	2.94674e-05
12.85	0.000130711	0.00010164	2.90704e-05
12.86	0.000132579	0.000103901	2.8678e-05
12.87	0.000134503	0.000106213	2.82902e-05
12.88	0.000136485	0.000108578	2.79068e-05
12.89	0.000138525	0.000110998	2.75278e-05
12.9	0.000140626	0.000113473	2.71531e-05
12.91	0.000142787	0.000116004	2.67828e-05
12.92	0.000145011	0.000118594	2.64167e-05
12.93	0.000147298	0.000121243	2.60549e-05
12.94	0.00014965	0.000123953	2.56972e-05
12.95	0.000152068	0.000126724	2.53436e-05
12.96	0.000154553	0.000129559	2.49941e-05
12.97	0.000157107	0.000132459	2.46487e-05
12.98	0.000159732	0.000135425	2.43072e-05
12.99	0.000162428	0.000138458	2.39696e-05
13	0.000165197	0.000141561	2.3636e-05
13.01	0.000168041	0.000144734	2.33062e-05
13.02	0.00017096	0.00014798	2.29801e-05
13.03	0.000173958	0.0001513	2.26579e-05
13.04	0.000177035	0.000154696	2.23394e-05
13.05	0.000180193	0.000158168	2.20245e-05
13.06	0.000183433	0.00016172	2.17133e-05
13.07	0.000186758	0.000165353	2.14057e-05
13.08	0.00019017	0.000169068	2.11016e-05
13.09	0.000193669	0.000172868	2.08011e-05
13.1	0.000197258	0.000176754	2.0504e-05
13.11	0.000200939	0.000180728	2.02104e-05
13.12	0.000204713	0.000184793	1.99202e-05
13.13	0.000208583	0.00018895	1.96333e-05
13.14	0.000212551	0.000193201	1.93498e-05
13.15	0.000216618	0.000197549	1.90696e-05
13.16	0.000220788	0.000201995	1.87926e-05
13.17	0.000225061	0.000206543	1.85188e-05
13.18	0.000229441	0.000211193	1.82482e-05
13.19	0.00023393	0.000215949	1.79808e-05
13.2	0.000238529	0.000220813	1.77165e-05
13.21	0.000243242	0.000225787	1.74552e-05
13.22	0.00024807	0.000230873	1.7197e-05
13.23	0.000253017	0.000236075	1.69419e-05
13.24	0.000258084	0.000241395	1.66897e-05
13.25	0.000263275	0.000246835	1.64404e-05
13.26	0.000268592	0.000252398	1.61941e-05
13.27	0.000274038	0.000258087	1.59506e-05
13.28	0.000279615	0.000263905	1.571e-05
13.29	0.000285326	0.000269854	1.54722e-05
13.3	0.000291175	0.000275938	1.52373e-05
13.31	0.000297165	0.00028216	1.5005e-05
13.32	0.000303298	0.000288522	1.47755e-05
13.33	0.000309577	0.000295028	1.45488e-05
13.34	0.000316006	0.000301681	1.43247e-05
13.35	0.000322588	0.000308485	1.41032e-05
13.36	0.000329327	0.000315442	1.38844e-05
13.37	0.000336225	0.000322557	1.36681e-05
13.38	0.000343286	0.000329832	1.34544e-05
13.39	0.000350515	0.000337271	1.32433e-05
13.4	0.000357914	0.000344879	1.30346e-05
13.41	0.000365487	0.000352658	1.28285e-05
13.42	0.000373238	0.000360613	1.26248e-05
13.43	0.000381171	0.000368747	1.24235e-05
13.44	0.00038929	0.000377065	1.22246e-05
13.45	0.000397599	0.000385571	1.20281e-05
13.46	0.000406103	0.000394269	1.1834e-05
13.47	0.000414805	0.000403163	1.16422e-05
13.48	0.00042371	0.000412257	1.14527e-05
13.49	0.000432822	0.000421557	1.12655e-05
13.5	0.000442146	0.000431066	1.10806e-05
13.51	0.000451687	0.00044079	1.08979e-05
13.52	0.00046145	0.000450732	1.07174e-05
13.53	0.000471439	0.0004609	1.05391e-05
13.54	0.000481659	0.000471296	1.03629e-05
13.55	0.000492115	0.000481926	1.01889e-05
13.56	0.000502814	0.000492796	1.00171e-05
13.57	0.000513759	0.000503912	9.84729e-06
13.58	0.000524957	0.000515277	9.67961e-06
13.59	0.000536413	0.000526899	9.51398e-06
13.6	0.000548132	0.000538782	9.35039e-06
13.61	0.000560122	0.000550933	9.18882e-06
13.62	0.000572387	0.000563357	9.02925e-06
13.63	0.000584933	0.000576062	8.87166e-06
13.64	0.000597768	0.000589052	8.71602e-06
13.65	0.000610897	0.000602335	8.56232e-06
13.66	0.000624328	0.000615917	8.41055e-06
13.67	0.000638065	0.000629805	8.26067e-06
13.68	0.000652118	0.000644005	8.11267e-06
13.69	0.000666491	0.000658525	7.96653e-06
13.7	0.000681194	0.000673371	7.82224e-06
13.71	0.000696232	0.000688552	7.67978e-06
13.72	0.000711613	0.000704074	7.53912e-06
13.73	0.000727346	0.000719945	7.40025e-06
13.74	0.000743437	0.000736174	7.26315e-06
13.75	0.000759895	0.000752767	7.12781e-06
13.76	0.000776728	0.000769734	6.99421e-06
13.77	0.000793944	0.000787082	6.86233e-06
13.78	0.000811553	0.00080482	6.73215e-06
13.79	0.000829561	0.000822957	6.60366e-06
13.8	0.000847979	0.000841502	6.47684e-06
13.81	0.000866816	0.000860464	6.35168e-06
13.82	0.00088608	0.000879852	6.22815e-06
13.83	0.000905782	0.000899676	6.10625e-06
13.84	0.000925932	0.000919946	5.98596e-06
13.85	0.000946538	0.000940671	5.86726e-06
13.86	0.000967611	0.000961861	5.75014e-06
13.87	0.000989163	0.000983528	5.63458e-06
13.88	0.0010112	0.00100568	5.52057e-06
13.89	0.00103374	0.00102833	5.4081e-06
13.9	0.00105679	0.00105149	5.29714e-06
13.91	0.00108036	0.00107517	5.18769e-06
13.92	0.00110447	0.00109939	5.07973e-06
13.93	0.00112912	0.00112414	4.97325e-06
13.94	0.00115432	0.00114945	4.86823e-06
13.95	0.0011801	0.00117533	4.76466e-06
13.96	0.00120646	0.0012018	4.66253e-06
13.97	0.00123341	0.00122885	4.56182e-06
13.98	0.00126098	0.00125652	4.46252e-06
13.99	0.00128916	0.0012848	4.36462e-06
14	0.00131799	0.00131372	4.2681e-06
14.01	0.00134746	0.00134329	4.17296e-06
14.02	0.0013776	0.00137352	4.07917e-06
14.03	0.00140842	0.00140443	3.98674e-06
14.04	0.00143993	0.00143603	3.89564e-06
14.05	0.00147215	0.00146835	3.80586e-06
14.06	0.0015051	0.00150139	3.7174e-06
14.07	0.00153879	0.00153516	3.63023e-06
14.08	0.00157325	0.0015697	3.54436e-06
14.09	0.00160847	0.00160501	3.45976e-06
14.1	0.00164449	0.00164112	3.37643e-06
14.11	0.00168133	0.00167803	3.29436e-06
14.12	0.00171899	0.00171577	3.21353e-06
14.13	0.0017575	0.00175436	3.13393e-06
14.14	0.00179687	0.00179382	3.05556e-06
14.15	0.00183713	0.00183415	2.9784e-06
14.16	0.0018783	0.0018754	2.90244e-06
14.17	0.00192039	0.00191757	2.82767e-06
14.18	0.00196343	0.00196068	2.75409e-06
14.19	0.00200744	0.00200476	2.68168e-06
14.2	0.00205244	0.00204982	2.61043e-06
14.21	0.00209844	0.0020959	2.54033e-06
14.22	0.00214548	0.00214301	2.47137e-06
14.23	0.00219358	0.00219118	2.40355e-06
14.24	0.00224276	0.00224042	2.33685e-06
14.25	0.00229304	0.00229077	2.27127e-06
14.26	0.00234446	0.00234225	2.20679e-06
14.27	0.00239702	0.00239488	2.14341e-06
14.28	0.00245077	0.00244869	2.08112e-06
14.29	0.00250572	0.0025037	2.01991e-06
14.3	0.00256191	0.00255995	1.95977e-06
14.31	0.00261936	0.00261746	1.90069e-06
14.32	0.0026781	0.00267625	1.84266e-06
14.33	0.00273815	0.00273637	1.78568e-06
14.34	0.00279955	0.00279783	1.72973e-06
14.35	0.00286233	0.00286066	1.67482e-06
14.36	0.00292652	0.0029249	1.62092e-06
14.37	0.00299215	0.00299058	1.56804e-06
14.38	0.00305925	0.00305773	1.51616e-06
14.39	0.00312785	0.00312638	1.46528e-06
14.4	0.00319799	0.00319658	1.41539e-06
14.41	0.0032697	0.00326834	1.36649e-06
14.42	0.00334302	0.00334171	1.31856e-06
14.43	0.00341799	0.00341672	1.27159e-06
14.44	0.00349463	0.0034934	1.22559e-06
14.45	0.00357299	0.00357181	1.18054e-06
14.46	0.0036531	0.00365197	1.13644e-06
14.47	0.00373501	0.00373392	1.09328e-06
14.48	0.00381876	0.00381771	1.05105e-06
14.49	0.00390438	0.00390337	1.00975e-06
14.5	0.00399192	0.00399095	9.69371e-07
14.51	0.00408141	0.00408048	9.29903e-07
14.52	0.00417292	0.00417202	8.91342e-07
14.53	0.00426646	0.00426561	8.53682e-07
14.54	0.00436211	0.00436129	8.16917e-07
14.55	0.00445989	0.00445911	7.8104e-07
14.56	0.00455987	0.00455912	7.46045e-07
14.57	0.00466208	0.00466136	7.11927e-07
14.58	0.00476657	0.00476589	6.7868e-07
14.59	0.00487341	0.00487276	6.46297e-07
14.6	0.00498263	0.00498202	6.14773e-07
14.61	0.0050943	0.00509372	5.84103e-07
14.62	0.00520847	0.00520791	5.54281e-07
14.63	0.00532519	0.00532466	5.25301e-07
14.64	0.00544452	0.00544402	4.97158e-07
14.65	0.00556652	0.00556605	4.69847e-07
14.66	0.00569125	0.0056908	4.43363e-07
14.67	0.00581876	0.00581834	4.177e-07
14.68	0.00594913	0.00594874	3.92854e-07
14.69	0.00608241	0.00608204	3.68819e-07
14.7	0.00621867	0.00621833	3.45591e-07
14.71	0.00635798	0.00635765	3.23164e-07
14.72	0.0065004	0.0065001	3.01535e-07
14.73	0.006646	0.00664572	2.80698e-07
14.74	0.00679486	0.0067946	2.60648e-07
14.75	0.00694704	0.0069468	2.41382e-07
14.76	0.00710262	0.0071024	2.22895e-07
14.77	0.00726168	0.00726148	2.05182e-07
14.78	0.0074243	0.00742411	1.88239e-07
14.79	0.00759054	0.00759037	1.72062e-07
14.8	0.0077605	0.00776035	1.56647e-07
14.81	0.00793426	0.00793412	1.41989e-07
14.82	0.00811189	0.00811177	1.28085e-07
14.83	0.0082935	0.00829338	1.1493e-07
14.84	0.00847915	0.00847905	1.02522e-07
14.85	0.00866896	0.00866887	9.08551e-08
14.86	0.008863	0.00886292	7.99267e-08
14.87	0.00906137	0.0090613	6.97327e-08
14.88	0.00926418	0.00926412	6.02697e-08
14.89	0.00947151	0.00947146	5.1534e-08
14.9	0.00968346	0.00968342	4.35222e-08
14.91	0.00990015	0.00990012	3.62309e-08
14.92	0.0101217	0.0101216	2.96567e-08
14.93	0.0103481	0.0103481	2.37963e-08
14.94	0.0105797	0.0105797	1.86465e-08
14.95	0.0108164	0.0108163	1.42042e-08
14.96	0.0110583	0.0110583	1.04662e-08
14.97	0.0113057	0.0113057	7.42952e-09
14.98	0.0115586	0.0115586	5.09115e-09
14.99	0.0118171	0.0118171	3.44819e-09
