0	0	-nan	-50.9993	-nan	inf	22.2927
0.01	0.0985238	-28.7052	-50.9993	0	0.00136054	22.2927
0.02	0.197036	-28.706	-50.9993	0	0.000690498	22.2926
0.03	0.295526	-28.7063	-50.9993	0	0.000467254	22.2925
0.04	0.393981	-28.7066	-50.9993	0	0.00035571	22.2923
0.05	0.492391	-28.7069	-50.9993	0	0.000288847	22.2921
0.06	0.590744	-28.7072	-50.9993	0	0.000244325	22.2919
0.07	0.689028	-28.7075	-50.9992	0	0.000212571	22.2915
0.08	0.787233	-28.7079	-50.9992	0	0.000188796	22.2912
0.09	0.885346	-28.7083	-50.9992	0	0.000170342	22.2908
0.1	0.983357	-28.7088	-50.9992	0	0.000155613	22.2903
0.11	1.08125	-28.7093	-50.9992	0	0.000143594	22.2898
0.12	1.17903	-28.7098	-50.9992	0	0.000133607	22.2892
0.13	1.27666	-28.7104	-50.9992	0	0.000125184	22.2886
0.14	1.37415	-28.7111	-50.9992	0	0.00011799	22.288
0.15	1.47148	-28.7118	-50.9992	0	0.00011178	22.2872
0.16	1.56863	-28.7125	-50.9991	0	0.00010637	22.2865
0.17	1.66561	-28.7133	-50.9991	0	0.000101618	22.2857
0.18	1.76239	-28.7142	-50.9991	0	9.74156e-05	22.2848
0.19	1.85897	-28.7151	-50.9991	0	9.36762e-05	22.2839
0.2	1.95533	-28.716	-50.9991	0	9.03306e-05	22.283
0.21	2.05147	-28.717	-50.9991	0	8.73227e-05	22.282
0.22	2.14737	-28.7181	-50.9991	0	8.46069e-05	22.2809
0.23	2.24302	-28.7191	-50.999	0	8.21452e-05	22.2798
0.24	2.33841	-28.7203	-50.999	0	7.99062e-05	22.2787
0.25	2.43353	-28.7215	-50.999	0	7.78634e-05	22.2775
0.26	2.52837	-28.7227	-50.999	0	7.59945e-05	22.2762
0.27	2.62291	-28.724	-50.999	0	7.42802e-05	22.2749
0.28	2.71715	-28.7253	-50.999	0	7.27044e-05	22.2736
0.29	2.81108	-28.7267	-50.999	0	7.12529e-05	22.2722
0.3	2.90468	-28.7281	-50.9989	0	6.99135e-05	22.2708
0.31	2.99794	-28.7296	-50.9989	0	6.86756e-05	22.2693
0.32	3.09085	-28.7311	-50.9989	0	6.75298e-05	22.2677
0.33	3.18341	-28.7327	-50.9989	0	6.64681e-05	22.2662
0.34	3.2756	-28.7343	-50.9989	0	6.54833e-05	22.2645
0.35	3.36741	-28.736	-50.9989	0	6.45688e-05	22.2628
0.36	3.45882	-28.7377	-50.9988	0	6.37192e-05	22.2611
0.37	3.54984	-28.7394	-50.9988	0	6.29293e-05	22.2593
0.38	3.64044	-28.7413	-50.9988	0	6.21946e-05	22.2575
0.39	3.73063	-28.7431	-50.9988	0	6.1511e-05	22.2556
0.4	3.82038	-28.745	-50.9988	0	6.08751e-05	22.2537
0.41	3.90968	-28.747	-50.9988	0	6.02833e-05	22.2517
0.42	3.99854	-28.749	-50.9987	0	5.97329e-05	22.2497
0.43	4.08692	-28.751	-50.9987	0	5.9221e-05	22.2476
0.44	4.17484	-28.7532	-50.9987	0	5.87453e-05	22.2455
