     -25.203314 1 0  0.5
     -21.955506 1 1  0.5
     -21.504842 1 1 -0.5
     -17.909788 1 2  0.5
     -16.851404 1 2 -0.5
     -15.235122 2 0  0.5
     -13.229577 1 3  0.5
     -11.309349 1 3 -0.5
      -9.523277 2 1  0.5
      -8.746691 2 1 -0.5
      -8.022597 1 4  0.5
      -4.997721 1 4 -0.5
      -3.582300 2 2  0.5
      -2.370366 1 5  0.5
      -2.063824 2 2 -0.5
      -1.723157 3 0  0.5
      
