0	0	-nan	-44.0186	-nan	0	22.2927
0.01	0.00497211	-44.0186	-44.0186	0	0	22.2927
0.02	0.00994318	-44.0186	-44.0186	0	0	22.2926
0.03	0.0149122	-44.0186	-44.0186	0	0	22.2925
0.04	0.0198781	-44.0186	-44.0186	0	0	22.2923
0.05	0.0248399	-44.0186	-44.0186	0	0	22.2921
0.06	0.0297966	-44.0186	-44.0186	0	0	22.2919
0.07	0.034747	-44.0186	-44.0186	0	0	22.2915
0.08	0.0396903	-44.0186	-44.0186	0	0	22.2912
0.09	0.0446254	-44.0186	-44.0186	0	0	22.2908
0.1	0.0495512	-44.0186	-44.0186	0	0	22.2903
0.11	0.0544667	-44.0185	-44.0185	0	0	22.2898
0.12	0.0593709	-44.0185	-44.0185	0	0	22.2892
0.13	0.0642628	-44.0185	-44.0185	0	0	22.2886
0.14	0.0691414	-44.0185	-44.0185	0	0	22.288
0.15	0.0740057	-44.0185	-44.0185	0	0	22.2872
0.16	0.0788546	-44.0185	-44.0185	0	0	22.2865
0.17	0.0836872	-44.0185	-44.0185	0	0	22.2857
0.18	0.0885024	-44.0185	-44.0185	0	0	22.2848
0.19	0.0932993	-44.0185	-44.0185	0	0	22.2839
0.2	0.0980768	-44.0184	-44.0184	0	0	22.283
0.21	0.102834	-44.0184	-44.0184	0	0	22.282
0.22	0.10757	-44.0184	-44.0184	0	0	22.2809
0.23	0.112283	-44.0184	-44.0184	0	0	22.2798
0.24	0.116974	-44.0184	-44.0184	0	0	22.2787
0.25	0.12164	-44.0184	-44.0184	0	0	22.2775
0.26	0.126281	-44.0184	-44.0184	0	0	22.2762
0.27	0.130895	-44.0184	-44.0184	0	0	22.2749
0.28	0.135483	-44.0183	-44.0183	0	0	22.2736
0.29	0.140042	-44.0183	-44.0183	0	0	22.2722
0.3	0.144573	-44.0183	-44.0183	0	0	22.2708
0.31	0.149073	-44.0183	-44.0183	0	0	22.2693
0.32	0.153543	-44.0183	-44.0183	0	0	22.2677
0.33	0.15798	-44.0183	-44.0183	0	0	22.2662
0.34	0.162385	-44.0183	-44.0183	0	0	22.2645
0.35	0.166756	-44.0182	-44.0182	0	0	22.2628
0.36	0.171093	-44.0182	-44.0182	0	0	22.2611
0.37	0.175394	-44.0182	-44.0182	0	0	22.2593
0.38	0.179659	-44.0182	-44.0182	0	0	22.2575
0.39	0.183887	-44.0182	-44.0182	0	0	22.2556
0.4	0.188076	-44.0182	-44.0182	0	0	22.2537
0.41	0.192227	-44.0182	-44.0182	0	0	22.2517
0.42	0.196338	-44.0181	-44.0181	0	0	22.2497
0.43	0.200408	-44.0181	-44.0181	0	0	22.2476
0.44	0.204436	-44.0181	-44.0181	0	0	22.2455
0.45	0.208422	-44.0181	-44.0181	0	0	22.2433
0.46	0.212365	-44.0181	-44.0181	0	0	22.2411
0.47	0.216264	-44.0181	-44.0181	0	0	22.2388
0.48	0.220118	-44.018	-44.018	0	0	22.2365
0.49	0.223926	-44.018	-44.018	0	0	22.2341
0.5	0.227688	-44.018	-44.018	0	0	22.2317
0.51	0.231403	-44.018	-44.018	0	0	22.2293
0.52	0.235069	-44.018	-44.018	0	0	22.2267
0.53	0.238687	-44.0179	-44.0179	0	0	22.2242
0.54	0.242256	-44.0179	-44.0179	0	0	22.2216
0.55	0.245774	-44.0179	-44.0179	0	0	22.2189
0.56	0.249241	-44.0179	-44.0179	0	0	22.2162
0.57	0.252657	-44.0179	-44.0179	0	0	22.2134
0.58	0.25602	-44.0178	-44.0178	0	0	22.2106
0.59	0.259331	-44.0178	-44.0178	0	0	22.2078
0.6	0.262587	-44.0178	-44.0178	0	0	22.2049
0.61	0.265789	-44.0178	-44.0178	0	0	22.2019
0.62	0.268936	-44.0178	-44.0178	0	0	22.1989
0.63	0.272027	-44.0177	-44.0177	0	0	22.1959
0.64	0.275062	-44.0177	-44.0177	0	0	22.1928
0.65	0.27804	-44.0177	-44.0177	0	0	22.1896
0.66	0.28096	-44.0177	-44.0177	0	0	22.1864
0.67	0.283822	-44.0176	-44.0176	0	0	22.1832
0.68	0.286625	-44.0176	-44.0176	0	0	22.1799
0.69	0.289368	-44.0176	-44.0176	0	0	22.1765
0.7	0.292052	-44.0176	-44.0176	0	0	22.1731
0.71	0.294675	-44.0175	-44.0175	0	0	22.1697
0.72	0.297237	-44.0175	-44.0175	0	0	22.1662
0.73	0.299737	-44.0175	-44.0175	0	0	22.1627
0.74	0.302175	-44.0175	-44.0175	0	0	22.1591
0.75	0.304551	-44.0174	-44.0174	0	0	22.1554
0.76	0.306863	-44.0174	-44.0174	0	0	22.1518
0.77	0.309112	-44.0174	-44.0174	0	0	22.148
0.78	0.311297	-44.0174	-44.0174	0	0	22.1442
0.79	0.313417	-44.0173	-44.0173	0	0	22.1404
0.8	0.315472	-44.0173	-44.0173	0	0	22.1365
0.81	0.317462	-44.0173	-44.0173	0	0	22.1326
0.82	0.319386	-44.0172	-44.0172	0	0	22.1286
0.83	0.321244	-44.0172	-44.0172	0	0	22.1246
0.84	0.323035	-44.0172	-44.0172	0	0	22.1205
0.85	0.32476	-44.0172	-44.0172	0	0	22.1164
0.86	0.326416	-44.0171	-44.0171	0	0	22.1122
0.87	0.328006	-44.0171	-44.0171	0	0	22.108
0.88	0.329527	-44.0171	-44.0171	0	0	22.1037
0.89	0.33098	-44.017	-44.017	0	0	22.0994
0.9	0.332364	-44.017	-44.017	0	0	22.095
0.91	0.33368	-44.017	-44.017	0	0	22.0906
0.92	0.334926	-44.0169	-44.0169	0	0	22.0861
0.93	0.336103	-44.0169	-44.0169	0	0	22.0816
0.94	0.33721	-44.0169	-44.0169	0	0	22.0771
0.95	0.338247	-44.0168	-44.0168	0	0	22.0724
0.96	0.339214	-44.0168	-44.0168	0	0	22.0678
0.97	0.340111	-44.0167	-44.0167	0	0	22.0631
0.98	0.340937	-44.0167	-44.0167	0	0	22.0583
0.99	0.341693	-44.0167	-44.0167	0	0	22.0535
1	0.342378	-44.0166	-44.0166	0	0	22.0486
1.01	0.342991	-44.0166	-44.0166	0	0	22.0437
1.02	0.343534	-44.0166	-44.0166	0	0	22.0388
1.03	0.344006	-44.0165	-44.0165	0	0	22.0338
1.04	0.344406	-44.0165	-44.0165	0	0	22.0287
1.05	0.344734	-44.0164	-44.0164	0	0	22.0236
1.06	0.344992	-44.0164	-44.0164	0	0	22.0185
1.07	0.345178	-44.0163	-44.0163	0	0	22.0133
1.08	0.345292	-44.0163	-44.0163	0	0	22.008
1.09	0.345334	-44.0163	-44.0163	0	0	22.0027
1.1	0.345305	-44.0162	-44.0162	0	0	21.9974
1.11	0.345205	-44.0162	-44.0162	0	0	21.992
1.12	0.345033	-44.0161	-44.0161	0	0	21.9865
1.13	0.344789	-44.0161	-44.0161	0	0	21.9811
1.14	0.344474	-44.016	-44.016	0	0	21.9755
1.15	0.344088	-44.016	-44.016	0	0	21.9699
1.16	0.34363	-44.0159	-44.0159	0	0	21.9643
1.17	0.343101	-44.0159	-44.0159	0	0	21.9586
1.18	0.342501	-44.0158	-44.0158	0	0	21.9529
1.19	0.341829	-44.0158	-44.0158	0	0	21.9471
1.2	0.341087	-44.0157	-44.0157	0	0	21.9412
1.21	0.340274	-44.0157	-44.0157	0	0	21.9354
1.22	0.339391	-44.0156	-44.0156	0	0	21.9294
1.23	0.338438	-44.0156	-44.0156	0	0	21.9234
1.24	0.337414	-44.0155	-44.0155	0	0	21.9174
1.25	0.33632	-44.0155	-44.0155	0	0	21.9113
1.26	0.335156	-44.0154	-44.0154	0	0	21.9052
1.27	0.333923	-44.0153	-44.0153	0	0	21.899
1.28	0.332621	-44.0153	-44.0153	0	0	21.8928
1.29	0.33125	-44.0152	-44.0152	0	0	21.8865
1.3	0.32981	-44.0152	-44.0152	0	0	21.8802
1.31	0.328302	-44.0151	-44.0151	0	0	21.8738
1.32	0.326726	-44.015	-44.015	0	0	21.8674
1.33	0.325082	-44.015	-44.015	0	0	21.861
1.34	0.323371	-44.0149	-44.0149	0	0	21.8544
1.35	0.321592	-44.0149	-44.0149	0	0	21.8479
1.36	0.319747	-44.0148	-44.0148	0	0	21.8413
1.37	0.317836	-44.0147	-44.0147	0	0	21.8346
1.38	0.315859	-44.0147	-44.0147	0	0	21.8279
1.39	0.313816	-44.0146	-44.0146	0	0	21.8211
1.4	0.311708	-44.0145	-44.0145	0	0	21.8143
1.41	0.309536	-44.0144	-44.0144	0	0	21.8075
1.42	0.307299	-44.0144	-44.0144	0	0	21.8005
1.43	0.304999	-44.0143	-44.0143	0	0	21.7936
1.44	0.302636	-44.0142	-44.0142	0	0	21.7866
1.45	0.300209	-44.0141	-44.0141	0	0	21.7795
1.46	0.297721	-44.0141	-44.0141	0	0	21.7724
1.47	0.295171	-44.014	-44.014	0	0	21.7653
1.48	0.29256	-44.0139	-44.0139	0	0	21.7581
1.49	0.289888	-44.0138	-44.0138	0	0	21.7508
1.5	0.287156	-44.0138	-44.0138	0	0	21.7435
1.51	0.284364	-44.0137	-44.0137	0	0	21.7362
1.52	0.281513	-44.0136	-44.0136	0	0	21.7288
1.53	0.278605	-44.0135	-44.0135	0	0	21.7213
1.54	0.275638	-44.0134	-44.0134	0	0	21.7138
1.55	0.272614	-44.0133	-44.0133	0	0	21.7063
1.56	0.269534	-44.0132	-44.0132	0	0	21.6987
1.57	0.266398	-44.0132	-44.0132	0	0	21.6911
1.58	0.263206	-44.0131	-44.0131	0	0	21.6834
1.59	0.25996	-44.013	-44.013	0	0	21.6756
1.6	0.256661	-44.0129	-44.0129	0	0	21.6679
1.61	0.253308	-44.0128	-44.0128	0	0	21.66
1.62	0.249902	-44.0127	-44.0127	0	0	21.6521
1.63	0.246445	-44.0126	-44.0126	0	0	21.6442
1.64	0.242936	-44.0125	-44.0125	0	0	21.6362
1.65	0.239377	-44.0124	-44.0124	0	0	21.6282
1.66	0.235769	-44.0123	-44.0123	0	0	21.6201
1.67	0.232112	-44.0122	-44.0122	0	0	21.612
1.68	0.228406	-44.0121	-44.0121	0	0	21.6038
1.69	0.224654	-44.012	-44.012	0	0	21.5956
1.7	0.220854	-44.0119	-44.0119	0	0	21.5873
1.71	0.217009	-44.0117	-44.0117	0	0	21.579
1.72	0.213119	-44.0116	-44.0116	0	0	21.5706
1.73	0.209185	-44.0115	-44.0115	0	0	21.5622
1.74	0.205207	-44.0114	-44.0114	0	0	21.5537
1.75	0.201187	-44.0113	-44.0113	0	0	21.5452
1.76	0.197126	-44.0112	-44.0112	0	0	21.5366
1.77	0.193023	-44.011	-44.011	0	0	21.528
1.78	0.18888	-44.0109	-44.0109	0	0	21.5193
1.79	0.184698	-44.0108	-44.0108	0	0	21.5106
1.8	0.180478	-44.0107	-44.0107	0	0	21.5019
1.81	0.176221	-44.0105	-44.0105	0	0	21.4931
1.82	0.171927	-44.0104	-44.0104	0	0	21.4842
1.83	0.167597	-44.0103	-44.0103	0	0	21.4753
1.84	0.163232	-44.0101	-44.0101	0	0	21.4663
1.85	0.158834	-44.01	-44.01	0	0	21.4573
1.86	0.154403	-44.0099	-44.0099	0	0	21.4483
1.87	0.14994	-44.0097	-44.0097	0	0	21.4392
1.88	0.145446	-44.0096	-44.0096	0	0	21.43
1.89	0.140921	-44.0094	-44.0094	0	0	21.4208
1.9	0.136367	-44.0093	-44.0093	0	0	21.4116
1.91	0.131786	-44.0091	-44.0091	0	0	21.4023
1.92	0.127176	-44.009	-44.009	0	0	21.3929
1.93	0.122541	-44.0088	-44.0088	0	0	21.3835
1.94	0.11788	-44.0087	-44.0087	0	0	21.3741
1.95	0.113194	-44.0085	-44.0085	0	0	21.3646
1.96	0.108486	-44.0084	-44.0084	0	0	21.355
1.97	0.103754	-44.0082	-44.0082	0	0	21.3454
1.98	0.0990013	-44.008	-44.008	0	0	21.3358
1.99	0.094228	-44.0079	-44.0079	0	0	21.3261
2	0.089435	-44.0077	-44.0077	0	0	21.3164
2.01	0.0846236	-44.0075	-44.0075	0	0	21.3066
