0	0	-nan	-44.0186	-nan	0	22.2927
0.01	0.00461402	-44.0186	-44.0186	0	0	22.2927
0.02	0.00922709	-44.0186	-44.0186	0	0	22.2926
0.03	0.0138383	-44.0186	-44.0186	0	0	22.2925
0.04	0.0184466	-44.0186	-44.0186	0	0	22.2923
0.05	0.0230511	-44.0186	-44.0186	0	0	22.2921
0.06	0.0276508	-44.0186	-44.0186	0	0	22.2919
0.07	0.0322449	-44.0186	-44.0186	0	0	22.2915
0.08	0.0368323	-44.0186	-44.0186	0	0	22.2912
0.09	0.0414121	-44.0186	-44.0186	0	0	22.2908
0.1	0.0459834	-44.0186	-44.0186	0	0	22.2903
0.11	0.0505452	-44.0185	-44.0185	0	0	22.2898
0.12	0.0550966	-44.0185	-44.0185	0	0	22.2892
0.13	0.0596366	-44.0185	-44.0185	0	0	22.2886
0.14	0.0641643	-44.0185	-44.0185	0	0	22.288
0.15	0.0686788	-44.0185	-44.0185	0	0	22.2872
0.16	0.0731791	-44.0185	-44.0185	0	0	22.2865
0.17	0.0776643	-44.0185	-44.0185	0	0	22.2857
0.18	0.0821335	-44.0185	-44.0185	0	0	22.2848
0.19	0.0865858	-44.0185	-44.0185	0	0	22.2839
0.2	0.0910202	-44.0184	-44.0184	0	0	22.283
0.21	0.0954359	-44.0184	-44.0184	0	0	22.282
0.22	0.0998318	-44.0184	-44.0184	0	0	22.2809
0.23	0.104207	-44.0184	-44.0184	0	0	22.2798
0.24	0.108561	-44.0184	-44.0184	0	0	22.2787
0.25	0.112893	-44.0184	-44.0184	0	0	22.2775
0.26	0.117201	-44.0184	-44.0184	0	0	22.2762
0.27	0.121485	-44.0184	-44.0184	0	0	22.2749
0.28	0.125744	-44.0183	-44.0183	0	0	22.2736
0.29	0.129977	-44.0183	-44.0183	0	0	22.2722
0.3	0.134183	-44.0183	-44.0183	0	0	22.2708
0.31	0.138362	-44.0183	-44.0183	0	0	22.2693
0.32	0.142512	-44.0183	-44.0183	0	0	22.2677
0.33	0.146633	-44.0183	-44.0183	0	0	22.2662
0.34	0.150723	-44.0183	-44.0183	0	0	22.2645
0.35	0.154783	-44.0182	-44.0182	0	0	22.2628
0.36	0.15881	-44.0182	-44.0182	0	0	22.2611
0.37	0.162805	-44.0182	-44.0182	0	0	22.2593
0.38	0.166766	-44.0182	-44.0182	0	0	22.2575
0.39	0.170693	-44.0182	-44.0182	0	0	22.2556
0.4	0.174584	-44.0182	-44.0182	0	0	22.2537
0.41	0.17844	-44.0182	-44.0182	0	0	22.2517
0.42	0.182259	-44.0181	-44.0181	0	0	22.2497
0.43	0.18604	-44.0181	-44.0181	0	0	22.2476
0.44	0.189783	-44.0181	-44.0181	0	0	22.2455
0.45	0.193486	-44.0181	-44.0181	0	0	22.2433
0.46	0.19715	-44.0181	-44.0181	0	0	22.2411
0.47	0.200773	-44.0181	-44.0181	0	0	22.2388
