0	0	-nan	-44.0186	-nan	inf	22.2927
0.01	0.00345809	-21.7231	-44.0186	0	0.00136054	22.2927
0.02	0.00691601	-21.7246	-44.0186	0	0.000690498	22.2926
0.03	0.0103736	-21.7251	-44.0186	0	0.000467254	22.2925
0.04	0.0138308	-21.7255	-44.0186	0	0.00035571	22.2923
0.05	0.0172872	-21.7259	-44.0186	0	0.000288847	22.2921
0.06	0.0207429	-21.7262	-44.0186	0	0.000244325	22.2919
0.07	0.0241977	-21.7266	-44.0186	0	0.000212571	22.2915
0.08	0.0276513	-21.727	-44.0186	0	0.000188796	22.2912
0.09	0.0311037	-21.7275	-44.0186	0	0.000170342	22.2908
0.1	0.0345546	-21.7279	-44.0186	0	0.000155613	22.2903
0.11	0.0380039	-21.7285	-44.0185	0	0.000143594	22.2898
0.12	0.0414515	-21.729	-44.0185	0	0.000133607	22.2892
0.13	0.0448972	-21.7297	-44.0185	0	0.000125184	22.2886
0.14	0.0483408	-21.7303	-44.0185	0	0.00011799	22.288
0.15	0.0517822	-21.731	-44.0185	0	0.00011178	22.2872
0.16	0.0552212	-21.7318	-44.0185	0	0.00010637	22.2865
0.17	0.0586577	-21.7326	-44.0185	0	0.000101618	22.2857
0.18	0.0620914	-21.7334	-44.0185	0	9.74156e-05	22.2848
0.19	0.0655223	-21.7343	-44.0185	0	9.36762e-05	22.2839
0.2	0.0689502	-21.7353	-44.0184	0	9.03306e-05	22.283
0.21	0.0723749	-21.7363	-44.0184	0	8.73227e-05	22.282
0.22	0.0757962	-21.7373	-44.0184	0	8.46069e-05	22.2809
0.23	0.0792141	-21.7384	-44.0184	0	8.21452e-05	22.2798
0.24	0.0826283	-21.7396	-44.0184	0	7.99062e-05	22.2787
0.25	0.0860387	-21.7407	-44.0184	0	7.78634e-05	22.2775
0.26	0.0894452	-21.742	-44.0184	0	7.59945e-05	22.2762
0.27	0.0928475	-21.7433	-44.0184	0	7.42802e-05	22.2749
0.28	0.0962455	-21.7446	-44.0183	0	7.27044e-05	22.2736
0.29	0.0996391	-21.746	-44.0183	0	7.12529e-05	22.2722
0.3	0.103028	-21.7474	-44.0183	0	6.99135e-05	22.2708
0.31	0.106412	-21.7489	-44.0183	0	6.86756e-05	22.2693
0.32	0.109792	-21.7504	-44.0183	0	6.75298e-05	22.2677
0.33	0.113166	-21.752	-44.0183	0	6.64681e-05	22.2662
0.34	0.116535	-21.7536	-44.0183	0	6.54833e-05	22.2645
0.35	0.119899	-21.7553	-44.0182	0	6.45688e-05	22.2628
0.36	0.123257	-21.757	-44.0182	0	6.37192e-05	22.2611
0.37	0.126609	-21.7588	-44.0182	0	6.29293e-05	22.2593
0.38	0.129956	-21.7606	-44.0182	0	6.21946e-05	22.2575
0.39	0.133297	-21.7624	-44.0182	0	6.1511e-05	22.2556
0.4	0.136631	-21.7644	-44.0182	0	6.08751e-05	22.2537
0.41	0.139959	-21.7663	-44.0182	0	6.02833e-05	22.2517
