  -1   0   0   1   1   1   1          -.447345E+01     0.000000E+00     0.150000E+01     0.000000E+00
  -1   0   0   1   1   1   7          -.261079E+01     0.000000E+00     -.866025E+00     -.555112E-16
  -1   0   0   1   1   1  13          -.918189E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   1   1  19          -.273532E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   1   3   3          0.213170E+01     0.000000E+00     0.707107E+00     0.707107E+00
  -1   0   0   1   1   3   9          0.149940E+01     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   1   3  15          0.547063E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   1   5   5          0.150734E+01     0.000000E+00     0.500000E+00     0.500000E+00
  -1   0   0   1   1   5  11          0.106023E+01     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   1   5  17          0.386832E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   1   7   7          -.118538E+01     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   1   7  13          -.723697E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   1   9   9          0.647294E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   1  11  11          0.457706E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   7   1   7          -.382951E+01     -.444089E-15     0.250000E+01     -.222045E-15
  -1   0   0   1   7   1  13          -.227336E+01     0.000000E+00     -.111803E+01     -.555112E-16
  -1   0   0   1   7   1  19          -.104557E+01     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   7   3   3          -.525777E+00     0.163299E+01     -.816497E+00     0.816497E+00
  -1   0   0   1   7   3   9          0.960369E+00     0.000000E+00     0.912871E+00     0.912871E+00
  -1   0   0   1   7   3  15          0.945962E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   7   5   5          -.371781E+00     0.115470E+01     -.577350E+00     0.577350E+00
  -1   0   0   1   7   5  11          0.679083E+00     0.000000E+00     0.645497E+00     0.645497E+00
  -1   0   0   1   7   5  17          0.668896E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   7   7   7          -.119437E+01     0.000000E+00     -.866025E+00     -.111022E-15
  -1   0   0   1   7   7  13          -.103497E+01     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   7   9   9          0.344992E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1   7  11  11          0.243946E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1  13   1  13          -.222794E+01     -.444089E-15     0.350000E+01     -.222045E-15
  -1   0   0   1  13   1  19          -.154155E+01     0.000000E+00     -.162019E+01     -.166533E-15
  -1   0   0   1  13   3   3          -.895821E+00     0.000000E+00     0.666134E-15     0.555112E-15
  -1   0   0   1  13   3   9          -.541017E+00     0.163299E+01     -.816497E+00     0.816497E+00
  -1   0   0   1  13   3  15          0.315426E+00     0.000000E+00     0.108012E+01     0.108012E+01
  -1   0   0   1  13   5   5          -.633441E+00     0.000000E+00     0.444089E-15     0.333067E-15
  -1   0   0   1  13   5  11          -.382557E+00     0.115470E+01     -.577350E+00     0.577350E+00
  -1   0   0   1  13   5  17          0.223040E+00     0.000000E+00     0.763763E+00     0.763763E+00
  -1   0   0   1  13   7   7          -.121219E+01     -.444089E-15     0.199840E-14     -.222045E-15
  -1   0   0   1  13   7  13          -.906541E+00     0.000000E+00     -.612372E+00     -.416334E-15
  -1   0   0   1  13   9   9          0.554501E-01     0.000000E+00     0.166533E-14     0.144329E-14
  -1   0   0   1  13  11  11          0.392091E-01     0.000000E+00     0.116573E-14     0.102696E-14
  -1   0   0   1  19   1  19          -.153463E+01     -.111022E-15     0.450000E+01     -.555112E-16
  -1   0   0   1  19   3   3          -.548850E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1  19   3   9          -.872355E+00     0.000000E+00     0.144329E-14     0.113798E-14
  -1   0   0   1  19   3  15          -.356674E+00     0.200000E+01     -.100000E+01     0.100000E+01
  -1   0   0   1  19   5   5          -.388096E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   1  19   5  11          -.616848E+00     0.000000E+00     0.971445E-15     0.804912E-15
  -1   0   0   1  19   5  17          -.252207E+00     0.141421E+01     -.707107E+00     0.707107E+00
  -1   0   0   1  19   7   7          -.883614E+00     0.000000E+00     -.177636E-14     -.555112E-15
  -1   0   0   1  19   7  13          -.890654E+00     -.216493E-14     0.355271E-14     -.108247E-14
  -1   0   0   1  19   9   9          -.314368E+00     0.482947E-14     -.444089E-14     0.241474E-14
  -1   0   0   1  19  11  11          -.222292E+00     0.344169E-14     -.321965E-14     0.172085E-14
  -1   0   0   3   3   3   3          -.255300E+01     0.000000E+00     0.250000E+01     0.000000E+00
  -1   0   0   3   3   3   9          -.784138E+00     0.000000E+00     -.111803E+01     0.832667E-16
  -1   0   0   3   3   3  15          0.162663E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   3   3   5   5          -.180525E+01     0.000000E+00     -.244249E-14     0.000000E+00
  -1   0   0   3   3   5  11          -.554469E+00     0.000000E+00     0.111022E-14     0.166533E-15
  -1   0   0   3   3   5  17          0.115020E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   3   3   7   7          0.264632E+00     0.000000E+00     0.471405E+00     0.471405E+00
  -1   0   0   3   3   7  13          -.384775E-01     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   3   3   9   9          -.439735E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   3   3  11  11          -.310940E+00     0.000000E+00     0.000000E+00     0.000000E+00
  -1   0   0   3   9   3   9          -.209882E+01     0.105471E-14     0.350000E+01     0.527356E-15
  -1   0   0   3   9   3  15          -.913983E+00     0.000000E+00     -.132288E+01     0.000000E+00
  -1   0   0   3   9   5   5          -.554469E+00     0.000000E+00     0.999201E-15     0.111022E-15
  -1   0   0   3   9   5  11          -.148409E+01     0.999201E-15     -.288658E-14     0.499600E-15
  -1   0   0   3   9   5  17          -.646284E+00     0.000000E+00     0.832667E-15     0.000000E+00
  -1   0   0   3   9   7   7          -.698450E+00     0.210819E+01     -.105409E+01     0.105409E+01
  -1   0   0   3   9   7  13          -.298252E+00     0.000000E+00     0.666667E+00     0.666667E+00
  -1   0   0   3   9   9   9          -.182637E+00     0.000000E+00     -.111803E+01     0.277556E-15
  -1   0   0   3   9  11  11          -.129144E+00     0.000000E+00     0.133227E-14     0.305311E-15
  -1   0   0   3  15   3  15          -.127434E+01     -.721645E-15     0.450000E+01     -.360822E-15
  -1   0   0   3  15   5   5          0.115020E+00     0.000000E+00     0.000000E+00     0.000000E+00
