     0.00000000    -0.00927374     3.78978489    -0.03045810
     0.03000000     0.00585519     4.68462392    -0.14637983
     0.06000000     0.02098412     5.57946296    -0.26230155
     0.09000000     0.04675571     5.74188200    -0.38963091
     0.12000000     0.08319246     5.84739302    -0.51995286
     0.15000000     0.13045208     5.93454182    -0.65226040
     0.18000000     0.18863123     5.99526945    -0.78596347
     0.21000000     0.25766201     6.01162542    -0.92022148
     0.24000000     0.33720729     5.96260615    -1.05377279
     0.27000000     0.42655119     5.82723443    -1.18486441
     0.30000000     0.52448233     5.58649728    -1.31120583
     0.33000000     0.62915248     5.22298163    -1.42989199
     0.36000000     0.73785723     4.71536039    -1.53720257
     0.39000000     0.84662877     4.02669642    -1.62813225
     0.42000000     0.94949193     3.09937788    -1.69552130
     0.45000000     1.03734716     1.90486757    -1.72891193
     0.48000000     1.09691104     0.63005019    -1.71392350
     0.51000000     1.11096649     0.01032584    -1.63377425
     0.54000000     1.06166301     1.57634387    -1.47453195
     0.57000000     0.93763036     7.44221758    -1.23372416
     0.60000000     0.74329190    19.42112705    -0.92911488
     0.63000000     0.50659955    36.50895447    -0.60309470
     0.66000000     0.27887447    48.66112225    -0.31690281
     0.69000000     0.11540408    37.71771678    -0.12543922
     0.72000000     0.03578903    14.48021447    -0.03728024
     0.75000000     0.00990835     4.71937591    -0.00990835
     0.78000000     0.00296902     2.53883894    -0.00285483
     0.81000000     0.00259636     4.29871664    -0.00240404
     0.84000000     0.00678975     1.23950540    -0.00606228
     0.87000000     0.00987214     0.16074721    -0.00851047
     0.90000000     0.00929979     0.75493745    -0.00774982
     0.93000000     0.01014543     2.07924050    -0.00818180
     0.96000000     0.00558837     0.62383285    -0.00436591
     0.99000000     0.00451407     0.32203690    -0.00341975
     1.02000000     0.00520500     0.19857543    -0.00382721
     1.05000000     0.00494415     0.22638597    -0.00353154
     1.08000000     0.00576702     0.06964460    -0.00400487
     1.11000000     0.00628183     0.16090716    -0.00424448
     1.14000000     0.00796856     0.92655627    -0.00524247
     1.17000000     0.01112898     0.56424225    -0.00713396
     1.20000000     0.01293691     0.10144130    -0.00808557
     1.23000000     0.01172462     0.03374658    -0.00714916
     1.26000000     0.01161436     0.07251841    -0.00691331
     1.29000000     0.01291069     0.05082445    -0.00750621
     1.32000000     0.01377341     0.01171364    -0.00782580
     1.35000000     0.01366523     0.03753537    -0.00759180
     1.38000000     0.01417348     0.04469574    -0.00770298
     1.41000000     0.01460009     0.03594609    -0.00776601
     1.44000000     0.01503442     0.02815736    -0.00783043
     1.47000000     0.01563396     0.02077032    -0.00797651
     1.50000000     0.01631139     0.01501906    -0.00815569
     1.53000000     0.01699718     0.01144422    -0.00833195
     1.56000000     0.01766848     0.00937776    -0.00849446
     1.59000000     0.01831664     0.00815906    -0.00863992
     1.62000000     0.01893514     0.00739904    -0.00876627
     1.65000000     0.01951830     0.00689555    -0.00887195
     1.68000000     0.02006211     0.00653589    -0.00895630
     1.71000000     0.02056441     0.00624500    -0.00901948
     1.74000000     0.02102425     0.00597111    -0.00906218
     1.77000000     0.02144118     0.00568661    -0.00908524
     1.80000000     0.02181479     0.00538756    -0.00908949
     1.83000000     0.02214493     0.00508695    -0.00907579
     1.86000000     0.02243216     0.00480444    -0.00904523
     1.89000000     0.02267813     0.00455752    -0.00899926
     1.92000000     0.02288565     0.00435706    -0.00893971
