  2   0.20  -5.0633E+01  2.6307E+01 -1.3271E-01  0.0000E+00  0.0000E+00  0.0000E+00  9.5910E+00
  2   0.40  -5.1933E+01  2.6370E+01 -2.9565E-01  0.0000E+00  0.0000E+00  0.0000E+00  9.5822E+00
  2   0.60  -5.3687E+01  2.6473E+01 -5.0873E-01  0.0000E+00  0.0000E+00  0.0000E+00  9.5667E+00
  2   0.80  -5.5580E+01  2.6612E+01 -7.7441E-01  0.0000E+00  0.0000E+00  0.0000E+00  9.5435E+00
  2   1.00  -5.7142E+01  2.6783E+01 -1.0744E+00  0.0000E+00  0.0000E+00  0.0000E+00  9.5110E+00
  2   1.20  -5.8039E+01  2.6974E+01 -1.3618E+00  0.0000E+00  0.0000E+00  0.0000E+00  9.4671E+00
  2   1.40  -5.8141E+01  2.7173E+01 -1.5703E+00  0.0000E+00  0.0000E+00  0.0000E+00  9.4096E+00
  2   1.60  -5.7564E+01  2.7364E+01 -1.6300E+00  0.0000E+00  0.0000E+00  0.0000E+00  9.3361E+00
  2   1.80  -5.6577E+01  2.7531E+01 -1.4882E+00  0.0000E+00  0.0000E+00  0.0000E+00  9.2443E+00
  2   2.00  -5.5460E+01  2.7655E+01 -1.1224E+00  0.0000E+00  0.0000E+00  0.0000E+00  9.1322E+00
  2   2.20  -5.4389E+01  2.7722E+01 -5.4028E-01  0.0000E+00  0.0000E+00  0.0000E+00  8.9984E+00
  2   2.40  -5.3413E+01  2.7718E+01  2.2913E-01  0.0000E+00  0.0000E+00  0.0000E+00  8.8424E+00
  2   2.60  -5.2498E+01  2.7632E+01  1.1479E+00  0.0000E+00  0.0000E+00  0.0000E+00  8.6644E+00
  2   2.80  -5.1586E+01  2.7452E+01  2.1755E+00  0.0000E+00  0.0000E+00  0.0000E+00  8.4655E+00
  2   3.00  -5.0624E+01  2.7167E+01  3.2667E+00  0.0000E+00  0.0000E+00  0.0000E+00  8.2473E+00
  2   3.20  -4.9554E+01  2.6770E+01  4.3636E+00  0.0000E+00  0.0000E+00  0.0000E+00  8.0125E+00
  2   3.40  -4.8292E+01  2.6259E+01  5.3864E+00  0.0000E+00  0.0000E+00  0.0000E+00  7.7640E+00
  2   3.60  -4.6699E+01  2.5646E+01  6.2313E+00  0.0000E+00  0.0000E+00  0.0000E+00  7.5055E+00
  2   3.80  -4.4580E+01  2.4949E+01  6.7822E+00  0.0000E+00  0.0000E+00  0.0000E+00  7.2409E+00
  2   4.00  -4.1707E+01  2.4205E+01  6.9380E+00  0.0000E+00  0.0000E+00  0.0000E+00  6.9744E+00
  2   4.20  -3.7901E+01  2.3457E+01  6.6513E+00  0.0000E+00  0.0000E+00  0.0000E+00  6.7101E+00
  2   4.40  -3.3034E+01  2.2753E+01  5.9534E+00  0.0000E+00  0.0000E+00  0.0000E+00  6.4516E+00
  2   4.60  -2.7333E+01  2.2131E+01  4.9682E+00  0.0000E+00  0.0000E+00  0.0000E+00  6.2020E+00
  2   4.80  -2.1186E+01  2.1619E+01  3.8742E+00  0.0000E+00  0.0000E+00  0.0000E+00  5.9636E+00
  2   5.00  -1.5134E+01  2.1222E+01  2.8410E+00  0.0000E+00  0.0000E+00  0.0000E+00  5.7376E+00
  2   5.20  -9.8228E+00  2.0930E+01  1.9803E+00  0.0000E+00  0.0000E+00  0.0000E+00  5.5248E+00
  2   5.40  -5.5220E+00  2.0726E+01  1.3279E+00  0.0000E+00  0.0000E+00  0.0000E+00  5.3250E+00
  2   5.60  -2.3511E+00  2.0586E+01  8.6830E-01  0.0000E+00  0.0000E+00  0.0000E+00  5.1377E+00
  2   5.80  -1.2762E-01  2.0492E+01  5.5934E-01  0.0000E+00  0.0000E+00  0.0000E+00  4.9623E+00
  2   6.00   1.3579E+00  2.0429E+01  3.5804E-01  0.0000E+00  0.0000E+00  0.0000E+00  4.7980E+00
  2   6.20   2.3165E+00  2.0388E+01  2.2909E-01  0.0000E+00  0.0000E+00  0.0000E+00  4.6439E+00
  2   6.40   2.9157E+00  2.0361E+01  1.4712E-01  0.0000E+00  0.0000E+00  0.0000E+00  4.4992E+00
