  1   0.20  -5.5997E+01  2.5672E+01 -3.2471E-01  0.0000E+00  0.0000E+00  0.0000E+00
  1   0.40  -5.6675E+01  2.5678E+01 -6.5433E-01  0.0000E+00  0.0000E+00  0.0000E+00
  1   0.60  -5.7578E+01  2.5695E+01 -9.8489E-01  0.0000E+00  0.0000E+00  0.0000E+00
  1   0.80  -5.8580E+01  2.5731E+01 -1.3019E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1   1.00  -5.9399E+01  2.5794E+01 -1.5807E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1   1.20  -5.9809E+01  2.5890E+01 -1.7807E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1   1.40  -5.9691E+01  2.6017E+01 -1.8560E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1   1.60  -5.9087E+01  2.6165E+01 -1.7675E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1   1.80  -5.8169E+01  2.6317E+01 -1.4948E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1   2.00  -5.7134E+01  2.6450E+01 -1.0384E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1   2.20  -5.6104E+01  2.6539E+01 -4.1315E-01  0.0000E+00  0.0000E+00  0.0000E+00
  1   2.40  -5.5081E+01  2.6563E+01  3.6163E-01  0.0000E+00  0.0000E+00  0.0000E+00
  1   2.60  -5.3983E+01  2.6503E+01  1.2680E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1   2.80  -5.2704E+01  2.6346E+01  2.2869E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1   3.00  -5.1170E+01  2.6084E+01  3.3887E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1   3.20  -4.9348E+01  2.5715E+01  4.5222E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1   3.40  -4.7235E+01  2.5243E+01  5.6063E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1   3.60  -4.4817E+01  2.4682E+01  6.5297E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1   3.80  -4.2044E+01  2.4055E+01  7.1651E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1   4.00  -3.8814E+01  2.3397E+01  7.3981E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1   4.20  -3.4998E+01  2.2749E+01  7.1645E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1   4.40  -3.0598E+01  2.2152E+01  6.4911E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1   4.60  -2.5605E+01  2.1640E+01  5.4953E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1   4.80  -2.0408E+01  2.1231E+01  4.3522E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1   5.00  -1.5373E+01  2.0925E+01  3.2469E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1   5.20  -1.1024E+01  2.0708E+01  2.3060E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1   5.40  -7.5520E+00  2.0562E+01  1.5792E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1   5.60  -5.0175E+00  2.0467E+01  1.0568E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1   5.80  -3.2636E+00  2.0406E+01  6.9749E-01  0.0000E+00  0.0000E+00  0.0000E+00
  1   6.00  -2.0994E+00  2.0368E+01  4.5797E-01  0.0000E+00  0.0000E+00  0.0000E+00
  1   6.20  -1.3452E+00  2.0344E+01  3.0083E-01  0.0000E+00  0.0000E+00  0.0000E+00
  1   6.40  -8.6297E-01  2.0329E+01  1.9844E-01  0.0000E+00  0.0000E+00  0.0000E+00
  1   6.60  -5.5625E-01  2.0319E+01  1.3177E-01  0.0000E+00  0.0000E+00  0.0000E+00
  1   6.80  -3.6112E-01  2.0313E+01  8.8206E-02  0.0000E+00  0.0000E+00  0.0000E+00
  1   7.00  -2.3648E-01  2.0309E+01  5.9577E-02  0.0000E+00  0.0000E+00  0.0000E+00
  1   7.20  -1.5638E-01  2.0307E+01  4.0620E-02  0.0000E+00  0.0000E+00  0.0000E+00
  1   7.40  -1.0449E-01  2.0305E+01  2.7962E-02  0.0000E+00  0.0000E+00  0.0000E+00
  1   7.60  -7.0577E-02  2.0304E+01  1.9433E-02  0.0000E+00  0.0000E+00  0.0000E+00
  1   7.80  -4.8196E-02  2.0304E+01  1.3633E-02  0.0000E+00  0.0000E+00  0.0000E+00
  1   8.00  -3.3276E-02  2.0303E+01  9.6518E-03  0.0000E+00  0.0000E+00  0.0000E+00
  1   8.20  -2.3226E-02  2.0303E+01  6.8937E-03  0.0000E+00  0.0000E+00  0.0000E+00
  1   8.40  -1.6385E-02  2.0303E+01  4.9654E-03  0.0000E+00  0.0000E+00  0.0000E+00
  1   8.60  -1.1678E-02  2.0302E+01  3.6053E-03  0.0000E+00  0.0000E+00  0.0000E+00
  1   8.80  -8.4060E-03  2.0302E+01  2.6377E-03  0.0000E+00  0.0000E+00  0.0000E+00
  1   9.00  -6.1078E-03  2.0302E+01  1.9437E-03  0.0000E+00  0.0000E+00  0.0000E+00
  1   9.20  -4.4775E-03  2.0302E+01  1.4419E-03  0.0000E+00  0.0000E+00  0.0000E+00
  1   9.40  -3.3098E-03  2.0302E+01  1.0764E-03  0.0000E+00  0.0000E+00  0.0000E+00
  1   9.60  -2.4657E-03  2.0302E+01  8.0828E-04  0.0000E+00  0.0000E+00  0.0000E+00
  1   9.80  -1.8501E-03  2.0302E+01  6.1028E-04  0.0000E+00  0.0000E+00  0.0000E+00
  1  10.00  -1.3974E-03  2.0302E+01  4.6313E-04  0.0000E+00  0.0000E+00  0.0000E+00
  1  10.20  -1.0620E-03  2.0302E+01  3.5313E-04  0.0000E+00  0.0000E+00  0.0000E+00
  1  10.40  -8.1169E-04  2.0302E+01  2.7044E-04  0.0000E+00  0.0000E+00  0.0000E+00
  1  10.60  -6.2357E-04  2.0302E+01  2.0797E-04  0.0000E+00  0.0000E+00  0.0000E+00
  1  10.80  -4.8134E-04  2.0302E+01  1.6054E-04  0.0000E+00  0.0000E+00  0.0000E+00
  1  11.00  -3.7317E-04  2.0302E+01  1.2437E-04  0.0000E+00  0.0000E+00  0.0000E+00
  1  11.20  -2.9048E-04  2.0302E+01  9.6668E-05  0.0000E+00  0.0000E+00  0.0000E+00
  1  11.40  -2.2696E-04  2.0302E+01  7.5373E-05  0.0000E+00  0.0000E+00  0.0000E+00
  1  11.60  -1.7793E-04  2.0302E+01  5.8942E-05  0.0000E+00  0.0000E+00  0.0000E+00
