0	0
1	0.5
2	0.999998
3	1.49999
4	1.99998
5	2.49997
6	2.99994
7	3.49991
8	3.99986
9	4.49981
10	4.99973
11	5.49965
12	5.99954
13	6.49941
14	6.99927
15	7.4991
16	7.9989
17	8.49869
18	8.99844
19	9.49816
20	9.99786
21	10.4975
22	10.9971
23	11.4967
24	11.9963
25	12.4958
26	12.9953
27	13.4947
28	13.9941
29	14.4935
30	14.9928
31	15.492
32	15.9912
33	16.4904
34	16.9895
35	17.4885
36	17.9875
37	18.4864
38	18.9853
39	19.4841
40	19.9828
41	20.4815
42	20.9801
43	21.4787
44	21.9772
45	22.4756
46	22.9739
47	23.4722
48	23.9703
49	24.4684
50	24.9665
51	25.4644
52	25.9623
53	26.4601
54	26.9578
55	27.4554
56	27.9529
57	28.4503
58	28.9477
59	29.4449
60	29.9421
61	30.4391
62	30.9361
63	31.4329
64	31.9297
65	32.4264
66	32.9229
67	33.4193
68	33.9157
69	34.4119
70	34.908
71	35.404
72	35.8999
73	36.3957
74	36.8914
75	37.3869
76	37.8823
77	38.3776
78	38.8728
79	39.3678
80	39.8627
81	40.3575
82	40.8522
83	41.3467
84	41.8411
85	42.3354
86	42.8295
87	43.3235
88	43.8173
89	44.311
90	44.8046
91	45.298
92	45.7913
93	46.2844
94	46.7774
95	47.2702
96	47.7629
97	48.2554
98	48.7478
99	49.24
100	49.7321
101	50.2239
102	50.7157
103	51.2072
104	51.6986
105	52.1899
106	52.6809
107	53.1718
108	53.6625
109	54.1531
110	54.6435
111	55.1337
112	55.6237
113	56.1135
114	56.6032
115	57.0927
116	57.582
117	58.0711
118	58.56
119	59.0488
120	59.5373
121	60.0257
122	60.5138
123	61.0018
124	61.4895
125	61.9771
126	62.4645
127	62.9517
128	63.4386
129	63.9254
130	64.4119
131	64.8983
132	65.3844
133	65.8704
134	66.3561
135	66.8416
136	67.3269
137	67.8119
138	68.2968
139	68.7814
140	69.2658
141	69.75
142	70.234
143	70.7177
144	71.2013
145	71.6845
146	72.1676
147	72.6504
148	73.133
149	73.6153
150	74.0974
151	74.5793
152	75.0609
153	75.5423
154	76.0235
155	76.5044
156	76.985
157	77.4654
158	77.9456
159	78.4255
160	78.9052
161	79.3846
162	79.8637
163	80.3426
164	80.8212
165	81.2996
166	81.7777
167	82.2555
168	82.7331
169	83.2104
170	83.6875
171	84.1643
172	84.6408
173	85.117
174	85.5929
175	86.0686
176	86.544
177	87.0192
178	87.494
179	87.9686
180	88.4428
181	88.9168
182	89.3905
183	89.864
184	90.3371
185	90.8099
186	91.2825
187	91.7547
188	92.2267
189	92.6984
190	93.1697
191	93.6408
192	94.1115
193	94.582
194	95.0521
195	95.522
196	95.9915
197	96.4608
198	96.9297
199	97.3983
200	97.8666
201	98.3346
202	98.8022
203	99.2696
204	99.7366
205	100.203
206	100.67
207	101.136
208	101.601
209	102.067
210	102.532
211	102.997
212	103.461
213	103.925
214	104.389
215	104.852
216	105.315
217	105.778
218	106.24
219	106.703
220	107.164
221	107.626
222	108.087
223	108.547
224	109.008
225	109.468
226	109.927
227	110.386
228	110.845
229	111.304
230	111.762
231	112.22
232	112.677
233	113.134
234	113.591
235	114.048
236	114.504
237	114.959
238	115.414
239	115.869
240	116.324
241	116.778
242	117.232
243	117.685
244	118.138
245	118.591
246	119.043
247	119.495
248	119.946
249	120.398
250	120.848
251	121.299
252	121.748
253	122.198
254	122.647
255	123.096
256	123.544
257	123.992
258	124.44
259	124.887
260	125.334
261	125.78
262	126.226
263	126.671
264	127.117
265	127.561
266	128.006
267	128.449
268	128.893
269	129.336
270	129.779
271	130.221
272	130.663
273	131.104
274	131.545
275	131.986
276	132.426
277	132.865
278	133.305
279	133.744
280	134.182
281	134.62
282	135.057
283	135.495
284	135.931
285	136.367
286	136.803
287	137.239
288	137.673
289	138.108
290	138.542
291	138.976
292	139.409
293	139.841
294	140.274
295	140.705
296	141.137
297	141.568
298	141.998
299	142.428
300	142.857
301	143.286
302	143.715
303	144.143
304	144.571
305	144.998
306	145.425
307	145.851
308	146.277
309	146.702
310	147.127
311	147.551
312	147.975
313	148.398
314	148.821
315	149.244
316	149.666
317	150.087
318	150.508
319	150.929
320	151.349
321	151.768
322	152.187
323	152.606
324	153.024
325	153.442
326	153.859
327	154.275
328	154.691
329	155.107
330	155.522
331	155.937
332	156.351
333	156.764
334	157.177
335	157.59
336	158.002
337	158.414
338	158.825
339	159.235
340	159.645
341	160.055
342	160.464
343	160.872
344	161.28
345	161.688
346	162.095
347	162.501
348	162.907
349	163.312
350	163.717
351	164.121
352	164.525
353	164.928
354	165.331
355	165.733
356	166.135
357	166.536
358	166.937
359	167.337
360	167.736
361	168.135
362	168.533
363	168.931
364	169.329
365	169.725
366	170.122
367	170.517
368	170.912
369	171.307
370	171.701
371	172.095
372	172.487
373	172.88
