0	0	-nan	-44.0186	-nan	0	22.2927
0.01	0.00534118	-44.0186	-44.0186	0	0	22.2927
0.02	0.0106816	-44.0186	-44.0186	0	0	22.2926
0.03	0.0160205	-44.0186	-44.0186	0	0	22.2925
0.04	0.0213572	-44.0186	-44.0186	0	0	22.2923
0.05	0.0266909	-44.0186	-44.0186	0	0	22.2921
0.06	0.0320209	-44.0186	-44.0186	0	0	22.2919
0.07	0.0373464	-44.0186	-44.0186	0	0	22.2915
0.08	0.0426666	-44.0186	-44.0186	0	0	22.2912
0.09	0.0479809	-44.0186	-44.0186	0	0	22.2908
0.1	0.0532885	-44.0186	-44.0186	0	0	22.2903
0.11	0.0585886	-44.0185	-44.0185	0	0	22.2898
0.12	0.0638805	-44.0185	-44.0185	0	0	22.2892
0.13	0.0691634	-44.0185	-44.0185	0	0	22.2886
0.14	0.0744367	-44.0185	-44.0185	0	0	22.288
0.15	0.0796996	-44.0185	-44.0185	0	0	22.2872
0.16	0.0849513	-44.0185	-44.0185	0	0	22.2865
0.17	0.0901911	-44.0185	-44.0185	0	0	22.2857
0.18	0.0954182	-44.0185	-44.0185	0	0	22.2848
0.19	0.100632	-44.0185	-44.0185	0	0	22.2839
0.2	0.105832	-44.0184	-44.0184	0	0	22.283
0.21	0.111017	-44.0184	-44.0184	0	0	22.282
0.22	0.116186	-44.0184	-44.0184	0	0	22.2809
0.23	0.121339	-44.0184	-44.0184	0	0	22.2798
0.24	0.126475	-44.0184	-44.0184	0	0	22.2787
0.25	0.131594	-44.0184	-44.0184	0	0	22.2775
0.26	0.136694	-44.0184	-44.0184	0	0	22.2762
0.27	0.141775	-44.0184	-44.0184	0	0	22.2749
0.28	0.146836	-44.0183	-44.0183	0	0	22.2736
0.29	0.151876	-44.0183	-44.0183	0	0	22.2722
0.3	0.156895	-44.0183	-44.0183	0	0	22.2708
0.31	0.161892	-44.0183	-44.0183	0	0	22.2693
0.32	0.166867	-44.0183	-44.0183	0	0	22.2677
0.33	0.171818	-44.0183	-44.0183	0	0	22.2662
0.34	0.176745	-44.0183	-44.0183	0	0	22.2645
0.35	0.181648	-44.0182	-44.0182	0	0	22.2628
0.36	0.186525	-44.0182	-44.0182	0	0	22.2611
0.37	0.191376	-44.0182	-44.0182	0	0	22.2593
0.38	0.1962	-44.0182	-44.0182	0	0	22.2575
0.39	0.200996	-44.0182	-44.0182	0	0	22.2556
0.4	0.205765	-44.0182	-44.0182	0	0	22.2537
0.41	0.210504	-44.0182	-44.0182	0	0	22.2517
0.42	0.215215	-44.0181	-44.0181	0	0	22.2497
0.43	0.219895	-44.0181	-44.0181	0	0	22.2476
0.44	0.224544	-44.0181	-44.0181	0	0	22.2455
0.45	0.229162	-44.0181	-44.0181	0	0	22.2433
0.46	0.233747	-44.0181	-44.0181	0	0	22.2411
0.47	0.2383	-44.0181	-44.0181	0	0	22.2388
0.48	0.24282	-44.018	-44.018	0	0	22.2365
0.49	0.247306	-44.018	-44.018	0	0	22.2341
0.5	0.251757	-44.018	-44.018	0	0	22.2317
0.51	0.256173	-44.018	-44.018	0	0	22.2293
0.52	0.260553	-44.018	-44.018	0	0	22.2267
0.53	0.264896	-44.0179	-44.0179	0	0	22.2242
0.54	0.269202	-44.0179	-44.0179	0	0	22.2216
0.55	0.273471	-44.0179	-44.0179	0	0	22.2189
0.56	0.277702	-44.0179	-44.0179	0	0	22.2162
0.57	0.281893	-44.0179	-44.0179	0	0	22.2134
0.58	0.286045	-44.0178	-44.0178	0	0	22.2106
0.59	0.290157	-44.0178	-44.0178	0	0	22.2078
0.6	0.294229	-44.0178	-44.0178	0	0	22.2049
0.61	0.298259	-44.0178	-44.0178	0	0	22.2019
0.62	0.302247	-44.0178	-44.0178	0	0	22.1989
0.63	0.306194	-44.0177	-44.0177	0	0	22.1959
0.64	0.310097	-44.0177	-44.0177	0	0	22.1928
0.65	0.313957	-44.0177	-44.0177	0	0	22.1896
0.66	0.317773	-44.0177	-44.0177	0	0	22.1864
0.67	0.321544	-44.0176	-44.0176	0	0	22.1832
0.68	0.32527	-44.0176	-44.0176	0	0	22.1799
0.69	0.328951	-44.0176	-44.0176	0	0	22.1765
0.7	0.332586	-44.0176	-44.0176	0	0	22.1731
0.71	0.336174	-44.0175	-44.0175	0	0	22.1697
0.72	0.339716	-44.0175	-44.0175	0	0	22.1662
0.73	0.343209	-44.0175	-44.0175	0	0	22.1627
0.74	0.346655	-44.0175	-44.0175	0	0	22.1591
0.75	0.350052	-44.0174	-44.0174	0	0	22.1554
0.76	0.3534	-44.0174	-44.0174	0	0	22.1518
0.77	0.356699	-44.0174	-44.0174	0	0	22.148
0.78	0.359947	-44.0174	-44.0174	0	0	22.1442
0.79	0.363146	-44.0173	-44.0173	0	0	22.1404
0.8	0.366293	-44.0173	-44.0173	0	0	22.1365
0.81	0.369389	-44.0173	-44.0173	0	0	22.1326
0.82	0.372434	-44.0172	-44.0172	0	0	22.1286
0.83	0.375426	-44.0172	-44.0172	0	0	22.1246
0.84	0.378366	-44.0172	-44.0172	0	0	22.1205
0.85	0.381253	-44.0172	-44.0172	0	0	22.1164
0.86	0.384086	-44.0171	-44.0171	0	0	22.1122
0.87	0.386866	-44.0171	-44.0171	0	0	22.108
0.88	0.389591	-44.0171	-44.0171	0	0	22.1037
0.89	0.392262	-44.017	-44.017	0	0	22.0994
0.9	0.394878	-44.017	-44.017	0	0	22.095
0.91	0.397439	-44.017	-44.017	0	0	22.0906
0.92	0.399944	-44.0169	-44.0169	0	0	22.0861
0.93	0.402393	-44.0169	-44.0169	0	0	22.0816
0.94	0.404786	-44.0169	-44.0169	0	0	22.0771
0.95	0.407122	-44.0168	-44.0168	0	0	22.0724
0.96	0.409401	-44.0168	-44.0168	0	0	22.0678
0.97	0.411623	-44.0167	-44.0167	0	0	22.0631
0.98	0.413787	-44.0167	-44.0167	0	0	22.0583
0.99	0.415894	-44.0167	-44.0167	0	0	22.0535
1	0.417942	-44.0166	-44.0166	0	0	22.0486
1.01	0.419931	-44.0166	-44.0166	0	0	22.0437
1.02	0.421862	-44.0166	-44.0166	0	0	22.0388
1.03	0.423734	-44.0165	-44.0165	0	0	22.0338
1.04	0.425546	-44.0165	-44.0165	0	0	22.0287
1.05	0.427299	-44.0164	-44.0164	0	0	22.0236
1.06	0.428992	-44.0164	-44.0164	0	0	22.0185
1.07	0.430625	-44.0163	-44.0163	0	0	22.0133
1.08	0.432198	-44.0163	-44.0163	0	0	22.008
1.09	0.43371	-44.0163	-44.0163	0	0	22.0027
1.1	0.435161	-44.0162	-44.0162	0	0	21.9974
1.11	0.436552	-44.0162	-44.0162	0	0	21.992
1.12	0.437881	-44.0161	-44.0161	0	0	21.9865
1.13	0.43915	-44.0161	-44.0161	0	0	21.9811
1.14	0.440356	-44.016	-44.016	0	0	21.9755
1.15	0.441501	-44.016	-44.016	0	0	21.9699
1.16	0.442584	-44.0159	-44.0159	0	0	21.9643
1.17	0.443606	-44.0159	-44.0159	0	0	21.9586
1.18	0.444565	-44.0158	-44.0158	0	0	21.9529
1.19	0.445462	-44.0158	-44.0158	0	0	21.9471
1.2	0.446296	-44.0157	-44.0157	0	0	21.9412
1.21	0.447069	-44.0157	-44.0157	0	0	21.9354
1.22	0.447778	-44.0156	-44.0156	0	0	21.9294
1.23	0.448425	-44.0156	-44.0156	0	0	21.9234
1.24	0.449009	-44.0155	-44.0155	0	0	21.9174
1.25	0.44953	-44.0155	-44.0155	0	0	21.9113
1.26	0.449988	-44.0154	-44.0154	0	0	21.9052
1.27	0.450384	-44.0153	-44.0153	0	0	21.899
1.28	0.450716	-44.0153	-44.0153	0	0	21.8928
1.29	0.450985	-44.0152	-44.0152	0	0	21.8865
1.3	0.451191	-44.0152	-44.0152	0	0	21.8802
1.31	0.451334	-44.0151	-44.0151	0	0	21.8738
1.32	0.451414	-44.015	-44.015	0	0	21.8674
1.33	0.45143	-44.015	-44.015	0	0	21.861
1.34	0.451384	-44.0149	-44.0149	0	0	21.8544
1.35	0.451274	-44.0149	-44.0149	0	0	21.8479
1.36	0.451101	-44.0148	-44.0148	0	0	21.8413
1.37	0.450864	-44.0147	-44.0147	0	0	21.8346
1.38	0.450565	-44.0147	-44.0147	0	0	21.8279
1.39	0.450203	-44.0146	-44.0146	0	0	21.8211
1.4	0.449777	-44.0145	-44.0145	0	0	21.8143
1.41	0.449289	-44.0144	-44.0144	0	0	21.8075
1.42	0.448738	-44.0144	-44.0144	0	0	21.8005
1.43	0.448124	-44.0143	-44.0143	0	0	21.7936
1.44	0.447447	-44.0142	-44.0142	0	0	21.7866
1.45	0.446708	-44.0141	-44.0141	0	0	21.7795
1.46	0.445906	-44.0141	-44.0141	0	0	21.7724
1.47	0.445041	-44.014	-44.014	0	0	21.7653
1.48	0.444115	-44.0139	-44.0139	0	0	21.7581
1.49	0.443126	-44.0138	-44.0138	0	0	21.7508
1.5	0.442075	-44.0138	-44.0138	0	0	21.7435
1.51	0.440962	-44.0137	-44.0137	0	0	21.7362
1.52	0.439788	-44.0136	-44.0136	0	0	21.7288
1.53	0.438552	-44.0135	-44.0135	0	0	21.7213
1.54	0.437255	-44.0134	-44.0134	0	0	21.7138
1.55	0.435896	-44.0133	-44.0133	0	0	21.7063
1.56	0.434476	-44.0132	-44.0132	0	0	21.6987
1.57	0.432996	-44.0132	-44.0132	0	0	21.6911
1.58	0.431455	-44.0131	-44.0131	0	0	21.6834
1.59	0.429854	-44.013	-44.013	0	0	21.6756
1.6	0.428192	-44.0129	-44.0129	0	0	21.6679
1.61	0.42647	-44.0128	-44.0128	0	0	21.66
1.62	0.424689	-44.0127	-44.0127	0	0	21.6521
1.63	0.422849	-44.0126	-44.0126	0	0	21.6442
1.64	0.420949	-44.0125	-44.0125	0	0	21.6362
1.65	0.41899	-44.0124	-44.0124	0	0	21.6282
1.66	0.416973	-44.0123	-44.0123	0	0	21.6201
1.67	0.414897	-44.0122	-44.0122	0	0	21.612
1.68	0.412763	-44.0121	-44.0121	0	0	21.6038
1.69	0.410571	-44.012	-44.012	0	0	21.5956
1.7	0.408322	-44.0119	-44.0119	0	0	21.5873
1.71	0.406016	-44.0117	-44.0117	0	0	21.579
1.72	0.403653	-44.0116	-44.0116	0	0	21.5706
1.73	0.401233	-44.0115	-44.0115	0	0	21.5622
1.74	0.398758	-44.0114	-44.0114	0	0	21.5537
1.75	0.396226	-44.0113	-44.0113	0	0	21.5452
1.76	0.393639	-44.0112	-44.0112	0	0	21.5366
1.77	0.390997	-44.011	-44.011	0	0	21.528
1.78	0.3883	-44.0109	-44.0109	0	0	21.5193
1.79	0.385549	-44.0108	-44.0108	0	0	21.5106
1.8	0.382744	-44.0107	-44.0107	0	0	21.5019
1.81	0.379886	-44.0105	-44.0105	0	0	21.4931
1.82	0.376974	-44.0104	-44.0104	0	0	21.4842
