0	0	-nan	-44.0186	-nan	inf	22.2927
0.01	0.00229355	-44.0159	-44.0186	0	0.00136054	22.2927
0.02	0.00458706	-44.0172	-44.0186	0	0.000690498	22.2926
0.03	0.00688047	-44.0177	-44.0186	0	0.000467254	22.2925
0.04	0.00917376	-44.0179	-44.0186	0	0.00035571	22.2923
0.05	0.0114669	-44.018	-44.0186	0	0.000288847	22.2921
0.06	0.0137597	-44.0181	-44.0186	0	0.000244325	22.2919
0.07	0.0160523	-44.0181	-44.0186	0	0.000212571	22.2915
0.08	0.0183446	-44.0182	-44.0186	0	0.000188796	22.2912
0.09	0.0206366	-44.0182	-44.0186	0	0.000170342	22.2908
0.1	0.0229281	-44.0182	-44.0186	0	0.000155613	22.2903
0.11	0.0252192	-44.0182	-44.0185	0	0.000143594	22.2898
0.12	0.0275097	-44.0183	-44.0185	0	0.000133607	22.2892
0.13	0.0297998	-44.0183	-44.0185	0	0.000125184	22.2886
0.14	0.0320892	-44.0183	-44.0185	0	0.00011799	22.288
0.15	0.0343781	-44.0183	-44.0185	0	0.00011178	22.2872
0.16	0.0366662	-44.0183	-44.0185	0	0.00010637	22.2865
0.17	0.0389537	-44.0183	-44.0185	0	0.000101618	22.2857
0.18	0.0412403	-44.0183	-44.0185	0	9.74156e-05	22.2848
0.19	0.0435262	-44.0183	-44.0185	0	9.36762e-05	22.2839
0.2	0.0458112	-44.0183	-44.0184	0	9.03306e-05	22.283
0.21	0.0480953	-44.0183	-44.0184	0	8.73227e-05	22.282
0.22	0.0503785	-44.0182	-44.0184	0	8.46069e-05	22.2809
0.23	0.0526607	-44.0182	-44.0184	0	8.21452e-05	22.2798
0.24	0.0549418	-44.0182	-44.0184	0	7.99062e-05	22.2787
0.25	0.0572219	-44.0182	-44.0184	0	7.78634e-05	22.2775
0.26	0.0595008	-44.0182	-44.0184	0	7.59945e-05	22.2762
0.27	0.0617786	-44.0182	-44.0184	0	7.42802e-05	22.2749
0.28	0.0640551	-44.0182	-44.0183	0	7.27044e-05	22.2736
0.29	0.0663304	-44.0182	-44.0183	0	7.12529e-05	22.2722
0.3	0.0686045	-44.0182	-44.0183	0	6.99135e-05	22.2708
0.31	0.0708771	-44.0182	-44.0183	0	6.86756e-05	22.2693
0.32	0.0731484	-44.0182	-44.0183	0	6.75298e-05	22.2677
0.33	0.0754182	-44.0181	-44.0183	0	6.64681e-05	22.2662
0.34	0.0776866	-44.0181	-44.0183	0	6.54833e-05	22.2645
0.35	0.0799534	-44.0181	-44.0182	0	6.45688e-05	22.2628
0.36	0.0822187	-44.0181	-44.0182	0	6.37192e-05	22.2611
0.37	0.0844823	-44.0181	-44.0182	0	6.29293e-05	22.2593
0.38	0.0867443	-44.0181	-44.0182	0	6.21946e-05	22.2575
0.39	0.0890046	-44.0181	-44.0182	0	6.1511e-05	22.2556
0.4	0.0912631	-44.018	-44.0182	0	6.08751e-05	22.2537
0.41	0.0935199	-44.018	-44.0182	0	6.02833e-05	22.2517
0.42	0.0957748	-44.018	-44.0181	0	5.97329e-05	22.2497
0.43	0.0980278	-44.018	-44.0181	0	5.9221e-05	22.2476
0.44	0.100279	-44.018	-44.0181	0	5.87453e-05	22.2455
0.45	0.102528	-44.018	-44.0181	0	5.83036e-05	22.2433
0.46	0.104775	-44.018	-44.0181	0	5.78937e-05	22.2411
0.47	0.10702	-44.0179	-44.0181	0	5.7514e-05	22.2388
0.48	0.109263	-44.0179	-44.018	0	5.71625e-05	22.2365
0.49	0.111504	-44.0179	-44.018	0	5.68379e-05	22.2341
0.5	0.113743	-44.0179	-44.018	0	5.65387e-05	22.2317
0.51	0.115979	-44.0179	-44.018	0	5.62636e-05	22.2293
0.52	0.118213	-44.0178	-44.018	0	5.60114e-05	22.2267
0.53	0.120445	-44.0178	-44.0179	0	5.57809e-05	22.2242
0.54	0.122675	-44.0178	-44.0179	0	5.55711e-05	22.2216
0.55	0.124902	-44.0178	-44.0179	0	5.53811e-05	22.2189
0.56	0.127126	-44.0178	-44.0179	0	5.521e-05	22.2162
0.57	0.129348	-44.0178	-44.0179	0	5.5057e-05	22.2134
0.58	0.131568	-44.0177	-44.0178	0	5.49213e-05	22.2106
0.59	0.133785	-44.0177	-44.0178	0	5.48023e-05	22.2078
0.6	0.135999	-44.0177	-44.0178	0	5.46992e-05	22.2049
0.61	0.138211	-44.0177	-44.0178	0	5.46115e-05	22.2019
0.62	0.14042	-44.0176	-44.0178	0	5.45386e-05	22.1989
0.63	0.142626	-44.0176	-44.0177	0	5.44799e-05	22.1959
0.64	0.14483	-44.0176	-44.0177	0	5.4435e-05	22.1928
0.65	0.14703	-44.0176	-44.0177	0	5.44035e-05	22.1896
0.66	0.149228	-44.0176	-44.0177	0	5.43848e-05	22.1864
0.67	0.151423	-44.0175	-44.0176	0	5.43786e-05	22.1832
0.68	0.153615	-44.0175	-44.0176	0	5.43846e-05	22.1799
0.69	0.155803	-44.0175	-44.0176	0	5.44023e-05	22.1765
0.7	0.157989	-44.0175	-44.0176	0	5.44314e-05	22.1731
0.71	0.160172	-44.0174	-44.0175	0	5.44717e-05	22.1697
0.72	0.162351	-44.0174	-44.0175	0	5.45228e-05	22.1662
0.73	0.164528	-44.0174	-44.0175	0	5.45845e-05	22.1627
0.74	0.166701	-44.0174	-44.0175	0	5.46565e-05	22.1591
0.75	0.168871	-44.0173	-44.0174	0	5.47386e-05	22.1554
0.76	0.171037	-44.0173	-44.0174	0	5.48306e-05	22.1518
0.77	0.1732	-44.0173	-44.0174	0	5.49323e-05	22.148
0.78	0.17536	-44.0172	-44.0174	0	5.50434e-05	22.1442
0.79	0.177516	-44.0172	-44.0173	0	5.51638e-05	22.1404
0.8	0.179669	-44.0172	-44.0173	0	5.52933e-05	22.1365
0.81	0.181818	-44.0172	-44.0173	0	5.54318e-05	22.1326
0.82	0.183964	-44.0171	-44.0172	0	5.55791e-05	22.1286
0.83	0.186106	-44.0171	-44.0172	0	5.57351e-05	22.1246
0.84	0.188245	-44.0171	-44.0172	0	5.58996e-05	22.1205
0.85	0.19038	-44.017	-44.0172	0	5.60726e-05	22.1164
0.86	0.192511	-44.017	-44.0171	0	5.62539e-05	22.1122
0.87	0.194638	-44.017	-44.0171	0	5.64434e-05	22.108
0.88	0.196761	-44.0169	-44.0171	0	5.6641e-05	22.1037
0.89	0.198881	-44.0169	-44.017	0	5.68467e-05	22.0994
0.9	0.200997	-44.0169	-44.017	0	5.70603e-05	22.095
0.91	0.203108	-44.0168	-44.017	0	5.72818e-05	22.0906
0.92	0.205216	-44.0168	-44.0169	0	5.75111e-05	22.0861
0.93	0.20732	-44.0168	-44.0169	0	5.77481e-05	22.0816
0.94	0.20942	-44.0167	-44.0169	0	5.79928e-05	22.0771
0.95	0.211515	-44.0167	-44.0168	0	5.82451e-05	22.0724
0.96	0.213607	-44.0167	-44.0168	0	5.8505e-05	22.0678
0.97	0.215694	-44.0166	-44.0167	0	5.87725e-05	22.0631
0.98	0.217777	-44.0166	-44.0167	0	5.90474e-05	22.0583
0.99	0.219856	-44.0166	-44.0167	0	5.93298e-05	22.0535
1	0.22193	-44.0165	-44.0166	0	5.96197e-05	22.0486
1.01	0.224	-44.0165	-44.0166	0	5.99169e-05	22.0437
1.02	0.226066	-44.0164	-44.0166	0	6.02215e-05	22.0388
1.03	0.228127	-44.0164	-44.0165	0	6.05335e-05	22.0338
1.04	0.230184	-44.0164	-44.0165	0	6.08529e-05	22.0287
1.05	0.232236	-44.0163	-44.0164	0	6.11796e-05	22.0236
1.06	0.234284	-44.0163	-44.0164	0	6.15136e-05	22.0185
1.07	0.236327	-44.0162	-44.0163	0	6.18549e-05	22.0133
1.08	0.238366	-44.0162	-44.0163	0	6.22036e-05	22.008
1.09	0.240399	-44.0161	-44.0163	0	6.25596e-05	22.0027
1.1	0.242428	-44.0161	-44.0162	0	6.29229e-05	21.9974
1.11	0.244453	-44.016	-44.0162	0	6.32936e-05	21.992
1.12	0.246472	-44.016	-44.0161	0	6.36716e-05	21.9865
1.13	0.248487	-44.0159	-44.0161	0	6.40569e-05	21.9811
1.14	0.250497	-44.0159	-44.016	0	6.44497e-05	21.9755
1.15	0.252502	-44.0159	-44.016	0	6.48498e-05	21.9699
1.16	0.254502	-44.0158	-44.0159	0	6.52574e-05	21.9643
1.17	0.256497	-44.0158	-44.0159	0	6.56724e-05	21.9586
1.18	0.258487	-44.0157	-44.0158	0	6.60949e-05	21.9529
1.19	0.260472	-44.0156	-44.0158	0	6.65249e-05	21.9471
1.2	0.262451	-44.0156	-44.0157	0	6.69623e-05	21.9412
1.21	0.264426	-44.0155	-44.0157	0	6.74074e-05	21.9354
1.22	0.266395	-44.0155	-44.0156	0	6.786e-05	21.9294
1.23	0.26836	-44.0154	-44.0156	0	6.83203e-05	21.9234
1.24	0.270319	-44.0154	-44.0155	0	6.87882e-05	21.9174
1.25	0.272272	-44.0153	-44.0155	0	6.92638e-05	21.9113
1.26	0.274221	-44.0153	-44.0154	0	6.97472e-05	21.9052
1.27	0.276164	-44.0152	-44.0153	0	7.02384e-05	21.899
1.28	0.278101	-44.0151	-44.0153	0	7.07374e-05	21.8928
1.29	0.280033	-44.0151	-44.0152	0	7.12443e-05	21.8865
1.3	0.28196	-44.015	-44.0152	0	7.17592e-05	21.8802
1.31	0.283881	-44.015	-44.0151	0	7.2282e-05	21.8738
1.32	0.285796	-44.0149	-44.015	0	7.28129e-05	21.8674
1.33	0.287706	-44.0148	-44.015	0	7.33519e-05	21.861
1.34	0.289611	-44.0148	-44.0149	0	7.38991e-05	21.8544
1.35	0.291509	-44.0147	-44.0149	0	7.44545e-05	21.8479
1.36	0.293402	-44.0146	-44.0148	0	7.50182e-05	21.8413
1.37	0.295289	-44.0146	-44.0147	0	7.55902e-05	21.8346
1.38	0.297171	-44.0145	-44.0147	0	7.61706e-05	21.8279
1.39	0.299046	-44.0144	-44.0146	0	7.67596e-05	21.8211
1.4	0.300916	-44.0144	-44.0145	0	7.73571e-05	21.8143
1.41	0.302779	-44.0143	-44.0144	0	7.79632e-05	21.8075
1.42	0.304637	-44.0142	-44.0144	0	7.8578e-05	21.8005
1.43	0.306489	-44.0141	-44.0143	0	7.92016e-05	21.7936
1.44	0.308335	-44.0141	-44.0142	0	7.9834e-05	21.7866
1.45	0.310175	-44.014	-44.0141	0	8.04753e-05	21.7795
1.46	0.312008	-44.0139	-44.0141	0	8.11257e-05	21.7724
1.47	0.313836	-44.0138	-44.014	0	8.17852e-05	21.7653
1.48	0.315657	-44.0137	-44.0139	0	8.24538e-05	21.7581
1.49	0.317473	-44.0137	-44.0138	0	8.31317e-05	21.7508
1.5	0.319282	-44.0136	-44.0138	0	8.38189e-05	21.7435
1.51	0.321085	-44.0135	-44.0137	0	8.45155e-05	21.7362
1.52	0.322881	-44.0134	-44.0136	0	8.52217e-05	21.7288
1.53	0.324671	-44.0133	-44.0135	0	8.59375e-05	21.7213
1.54	0.326455	-44.0132	-44.0134	0	8.6663e-05	21.7138
1.55	0.328232	-44.0132	-44.0133	0	8.73983e-05	21.7063
1.56	0.330003	-44.0131	-44.0132	0	8.81435e-05	21.6987
1.57	0.331768	-44.013	-44.0132	0	8.88987e-05	21.6911
1.58	0.333526	-44.0129	-44.0131	0	8.96641e-05	21.6834
1.59	0.335277	-44.0128	-44.013	0	9.04396e-05	21.6756
1.6	0.337022	-44.0127	-44.0129	0	9.12254e-05	21.6679
1.61	0.338761	-44.0126	-44.0128	0	9.20217e-05	21.66
1.62	0.340492	-44.0125	-44.0127	0	9.28284e-05	21.6521
1.63	0.342217	-44.0124	-44.0126	0	9.36458e-05	21.6442
1.64	0.343936	-44.0123	-44.0125	0	9.4474e-05	21.6362
1.65	0.345647	-44.0122	-44.0124	0	9.5313e-05	21.6282
1.66	0.347352	-44.0121	-44.0123	0	9.6163e-05	21.6201
1.67	0.34905	-44.012	-44.0122	0	9.70241e-05	21.612
1.68	0.350741	-44.0119	-44.0121	0	9.78964e-05	21.6038
1.69	0.352425	-44.0118	-44.012	0	9.878e-05	21.5956
1.7	0.354103	-44.0116	-44.0119	0	9.96751e-05	21.5873
1.71	0.355773	-44.0115	-44.0117	0	0.000100582	21.579
1.72	0.357436	-44.0114	-44.0116	0	0.0001015	21.5706
1.73	0.359093	-44.0113	-44.0115	0	0.00010243	21.5622
1.74	0.360742	-44.0112	-44.0114	0	0.000103373	21.5537
1.75	0.362385	-44.0111	-44.0113	0	0.000104327	21.5452
1.76	0.36402	-44.0109	-44.0112	0	0.000105293	21.5366
1.77	0.365648	-44.0108	-44.011	0	0.000106272	21.528
1.78	0.367269	-44.0107	-44.0109	0	0.000107264	21.5193
1.79	0.368883	-44.0106	-44.0108	0	0.000108268	21.5106
1.8	0.370489	-44.0104	-44.0107	0	0.000109285	21.5019
1.81	0.372089	-44.0103	-44.0105	0	0.000110315	21.4931
1.82	0.373681	-44.0102	-44.0104	0	0.000111358	21.4842
1.83	0.375265	-44.01	-44.0103	0	0.000112414	21.4753
1.84	0.376843	-44.0099	-44.0101	0	0.000113483	21.4663
1.85	0.378413	-44.0098	-44.01	0	0.000114566	21.4573
1.86	0.379975	-44.0096	-44.0099	0	0.000115663	21.4483
1.87	0.38153	-44.0095	-44.0097	0	0.000116774	21.4392
1.88	0.383078	-44.0093	-44.0096	0	0.000117899	21.43
1.89	0.384618	-44.0092	-44.0094	0	0.000119038	21.4208
1.9	0.386151	-44.009	-44.0093	0	0.000120191	21.4116
1.91	0.387676	-44.0089	-44.0091	0	0.000121359	21.4023
1.92	0.389193	-44.0087	-44.009	0	0.000122541	21.3929
1.93	0.390703	-44.0086	-44.0088	0	0.000123739	21.3835
1.94	0.392205	-44.0084	-44.0087	0	0.000124951	21.3741
1.95	0.3937	-44.0083	-44.0085	0	0.000126179	21.3646
1.96	0.395187	-44.0081	-44.0084	0	0.000127422	21.355
1.97	0.396666	-44.0079	-44.0082	0	0.00012868	21.3454
1.98	0.398137	-44.0078	-44.008	0	0.000129954	21.3358
