0.01	1.6394e-08	2.68762e-12
0.02	2.29509e-07	1.31686e-10
0.03	8.36039e-07	7.76623e-10
0.04	2.03262e-06	2.58222e-09
0.05	4.01581e-06	6.45069e-09
0.06	6.98205e-06	1.35414e-08
0.07	1.11276e-05	2.52703e-08
0.08	1.66487e-05	4.33093e-08
0.09	2.37412e-05	6.95859e-08
0.1	3.26009e-05	1.06282e-07
0.11	4.34232e-05	1.55832e-07
0.12	5.64033e-05	2.20925e-07
0.13	7.1736e-05	3.04501e-07
0.14	8.96161e-05	4.09747e-07
0.15	0.000110238	5.40103e-07
0.16	0.000133794	6.99254e-07
0.17	0.00016048	8.91132e-07
0.18	0.000190487	1.11991e-06
0.19	0.000224007	1.39001e-06
0.2	0.000261234	1.70609e-06
0.21	0.000302359	2.07304e-06
0.22	0.000347572	2.49599e-06
0.23	0.000397063	2.98032e-06
0.24	0.000451023	3.53163e-06
0.25	0.00050964	4.15573e-06
0.26	0.000573103	4.85869e-06
0.27	0.0006416	5.64679e-06
0.28	0.000715318	6.52652e-06
0.29	0.000794442	7.50461e-06
0.3	0.000879158	8.58799e-06
0.31	0.000969652	9.78381e-06
0.32	0.00106611	1.10994e-05
0.33	0.0011687	1.25424e-05
0.34	0.00127763	1.41206e-05
0.35	0.00139306	1.58418e-05
0.36	0.00151518	1.77143e-05
0.37	0.00164417	1.97464e-05
0.38	0.0017802	2.19467e-05
0.39	0.00192345	2.43239e-05
0.4	0.00207411	2.6887e-05
0.41	0.00223233	2.96449e-05
0.42	0.00239831	3.26071e-05
0.43	0.00257221	3.57829e-05
0.44	0.0027542	3.91819e-05
0.45	0.00294446	4.28139e-05
0.46	0.00314315	4.66889e-05
0.47	0.00335044	5.08168e-05
0.48	0.0035665	5.5208e-05
0.49	0.0037915	5.98727e-05
0.5	0.00402559	6.48216e-05
0.51	0.00426895	7.00652e-05
0.52	0.00452174	7.56143e-05
0.53	0.00478411	8.14799e-05
0.54	0.00505623	8.76729e-05
0.55	0.00533824	9.42045e-05
0.56	0.00563032	0.000101086
0.57	0.00593261	0.000108328
0.58	0.00624527	0.000115944
0.59	0.00656845	0.000123943
0.6	0.0069023	0.000132338
0.61	0.00724697	0.000141141
0.62	0.0076026	0.000150363
0.63	0.00796935	0.000160016
0.64	0.00834734	0.000170113
0.65	0.00873674	0.000180664
0.66	0.00913768	0.000191683
0.67	0.00955029	0.000203181
0.68	0.00997472	0.000215171
0.69	0.0104111	0.000227664
0.7	0.0108596	0.000240674
0.71	0.0113202	0.000254211
0.72	0.0117933	0.00026829
0.73	0.0122788	0.000282921
0.74	0.0127769	0.000298117
0.75	0.0132877	0.00031389
0.76	0.0138114	0.000330254
0.77	0.014348	0.00034722
0.78	0.0148978	0.0003648
0.79	0.0154607	0.000383007
0.8	0.016037	0.000401852
0.81	0.0166267	0.00042135
0.82	0.01723	0.00044151
0.83	0.0178469	0.000462347
0.84	0.0184775	0.000483871
0.85	0.0191221	0.000506095
0.86	0.0197806	0.000529031
0.87	0.0204532	0.000552691
0.88	0.0211399	0.000577086
0.89	0.0218409	0.000602229
0.9	0.0225563	0.000628131
0.91	0.0232861	0.000654804
0.92	0.0240305	0.000682259
0.93	0.0247895	0.000710509
0.94	0.0255632	0.000739563
0.95	0.0263517	0.000769433
0.96	0.0271551	0.000800131
0.97	0.0279735	0.000831668
0.98	0.0288069	0.000864054
0.99	0.0296554	0.000897299
1	0.0305191	0.000931415
1.01	0.031398	0.000966412
1.02	0.0322923	0.0010023
1.03	0.033202	0.00103909
1.04	0.0341271	0.00107679
1.05	0.0350677	0.00111541
1.06	0.0360238	0.00115496
1.07	0.0369956	0.00119546
1.08	0.0379831	0.0012369
1.09	0.0389863	0.0012793
1.1	0.0400053	0.00132266
1.11	0.0410401	0.001367
1.12	0.0420907	0.00141233
1.13	0.0431572	0.00145865
1.14	0.0442397	0.00150597
1.15	0.0453382	0.00155429
1.16	0.0464527	0.00160363
1.17	0.0475832	0.001654
1.18	0.0487298	0.00170539
1.19	0.0498924	0.00175782
1.2	0.0510712	0.0018113
1.21	0.0522661	0.00186582
1.22	0.0534772	0.0019214
1.23	0.0547044	0.00197804
1.24	0.0559479	0.00203575
1.25	0.0572075	0.00209452
1.26	0.0584833	0.00215438
1.27	0.0597753	0.00221532
1.28	0.0610835	0.00227734
1.29	0.0624079	0.00234045
1.3	0.0637485	0.00240466
1.31	0.0651053	0.00246996
1.32	0.0664783	0.00253636
1.33	0.0678674	0.00260387
1.34	0.0692727	0.00267248
1.35	0.0706942	0.0027422
1.36	0.0721317	0.00281303
1.37	0.0735854	0.00288498
1.38	0.0750552	0.00295803
1.39	0.0765409	0.0030322
1.4	0.0780427	0.00310748
1.41	0.0795605	0.00318388
1.42	0.0810942	0.00326139
1.43	0.0826439	0.00334002
1.44	0.0842094	0.00341976
1.45	0.0857907	0.00350061
1.46	0.0873878	0.00358258
1.47	0.0890006	0.00366565
1.48	0.0906291	0.00374983
1.49	0.0922732	0.00383511
1.5	0.0939328	0.0039215
1.51	0.095608	0.00400898
1.52	0.0972985	0.00409756
1.53	0.0990045	0.00418723
1.54	0.100726	0.00427799
1.55	0.102462	0.00436983
1.56	0.104214	0.00446274
1.57	0.105981	0.00455673
1.58	0.107762	0.00465178
1.59	0.109559	0.00474789
1.6	0.11137	0.00484505
1.61	0.113196	0.00494326
1.62	0.115037	0.00504251
1.63	0.116893	0.00514279
1.64	0.118762	0.00524409
1.65	0.120647	0.00534641
1.66	0.122545	0.00544973
1.67	0.124458	0.00555405
1.68	0.126384	0.00565936
1.69	0.128325	0.00576564
1.7	0.130279	0.00587289
1.71	0.132247	0.0059811
1.72	0.134229	0.00609025
1.73	0.136224	0.00620033
1.74	0.138232	0.00631134
1.75	0.140254	0.00642325
1.76	0.142289	0.00653606
1.77	0.144337	0.00664976
1.78	0.146397	0.00676433
1.79	0.14847	0.00687975
1.8	0.150556	0.00699602
1.81	0.152654	0.00711311
1.82	0.154764	0.00723102
1.83	0.156887	0.00734973
1.84	0.159021	0.00746922
1.85	0.161168	0.00758948
1.86	0.163326	0.00771049
1.87	0.165495	0.00783224
1.88	0.167676	0.0079547
1.89	0.169867	0.00807787
1.9	0.17207	0.00820171
1.91	0.174284	0.00832622
1.92	0.176508	0.00845138
1.93	0.178743	0.00857717
1.94	0.180988	0.00870357
1.95	0.183244	0.00883055
1.96	0.185509	0.00895811
1.97	0.187784	0.00908622
1.98	0.190068	0.00921486
1.99	0.192362	0.00934401
2	0.194665	0.00947365
2.01	0.196977	0.00960375
2.02	0.199298	0.00973431
2.03	0.201628	0.00986529
2.04	0.203966	0.00999667
2.05	0.206312	0.0101284
2.06	0.208666	0.0102606
2.07	0.211028	0.010393
2.08	0.213398	0.0105258
2.09	0.215775	0.0106588
2.1	0.218159	0.0107922
2.11	0.22055	0.0109257
2.12	0.222948	0.0110595
2.13	0.225352	0.0111935
2.14	0.227763	0.0113276
2.15	0.23018	0.0114619
2.16	0.232602	0.0115963
2.17	0.23503	0.0117308
2.18	0.237464	0.0118654
2.19	0.239902	0.012
2.2	0.242346	0.0121346
2.21	0.244794	0.0122692
2.22	0.247247	0.0124038
2.23	0.249704	0.0125383
2.24	0.252164	0.0126728
2.25	0.254629	0.0128071
2.26	0.257097	0.0129413
2.27	0.259568	0.0130753
2.28	0.262042	0.0132091
2.29	0.264519	0.0133426
2.3	0.266998	0.013476
2.31	0.269479	0.013609
2.32	0.271963	0.0137418
2.33	0.274448	0.0138742
2.34	0.276934	0.0140062
2.35	0.279422	0.0141379
2.36	0.28191	0.0142691
2.37	0.284399	0.0143999
2.38	0.286889	0.0145302
2.39	0.289378	0.0146601
2.4	0.291867	0.0147893
2.41	0.294356	0.0149181
2.42	0.296844	0.0150462
2.43	0.299331	0.0151737
2.44	0.301817	0.0153006
2.45	0.304301	0.0154268
2.46	0.306784	0.0155523
2.47	0.309264	0.0156771
2.48	0.311742	0.0158011
2.49	0.314217	0.0159243
2.5	0.316689	0.0160467
2.51	0.319158	0.0161683
2.52	0.321623	0.016289
2.53	0.324085	0.0164088
2.54	0.326542	0.0165276
2.55	0.328995	0.0166456
2.56	0.331443	0.0167625
2.57	0.333886	0.0168784
2.58	0.336324	0.0169933
2.59	0.338756	0.0171071
2.6	0.341183	0.0172198
2.61	0.343603	0.0173314
2.62	0.346017	0.0174418
2.63	0.348423	0.0175511
2.64	0.350823	0.0176591
2.65	0.353216	0.0177659
2.66	0.3556	0.0178715
2.67	0.357977	0.0179758
2.68	0.360346	0.0180788
2.69	0.362705	0.0181804
2.7	0.365056	0.0182807
2.71	0.367398	0.0183796
2.72	0.36973	0.018477
2.73	0.372053	0.0185731
2.74	0.374365	0.0186676
2.75	0.376667	0.0187607
2.76	0.378958	0.0188523
2.77	0.381238	0.0189423
2.78	0.383507	0.0190308
2.79	0.385764	0.0191177
